phone|website|industry|sector|longBusinessSummary|fullTimeEmployees|auditRisk|boardRisk|compensationRisk|shareHolderRightsRisk|overallRisk|governanceEpochDate|compensationAsOfEpochDate|priceHint|previousClose|open|dayLow|dayHigh|regularMarketPreviousClose|regularMarketOpen|regularMarketDayLow|regularMarketDayHigh|dividendRate|dividendYield|exDividendDate|payoutRatio|fiveYearAvgDividendYield|beta|trailingPE|forwardPE|volume|regularMarketVolume|averageVolume|averageVolume10days|averageDailyVolume10Day|bid|ask|bidSize|askSize|marketCap|fiftyTwoWeekLow|fiftyTwoWeekHigh|priceToSalesTrailing12Months|fiftyDayAverage|twoHundredDayAverage|trailingAnnualDividendRate|trailingAnnualDividendYield|currency|enterpriseValue|profitMargins|floatShares|sharesOutstanding|sharesShort|sharesShortPriorMonth|sharesShortPreviousMonthDate|dateShortInterest|sharesPercentSharesOut|heldPercentInsiders|heldPercentInstitutions|shortRatio|shortPercentOfFloat|impliedSharesOutstanding|bookValue|priceToBook|lastFiscalYearEnd|nextFiscalYearEnd|mostRecentQuarter|earningsQuarterlyGrowth|netIncomeToCommon|trailingEps|forwardEps|enterpriseToRevenue|enterpriseToEbitda|52WeekChange|SandP52WeekChange|lastDividendValue|lastDividendDate|exchange|quoteType|symbol|shortName|firstTradeDateEpochUtc|timeZoneFullName|timeZoneShortName|uuid|messageBoardId|gmtOffSetMilliseconds|currentPrice|targetHighPrice|targetLowPrice|targetMeanPrice|targetMedianPrice|recommendationMean|recommendationKey|numberOfAnalystOpinions|totalCash|totalCashPerShare|ebitda|totalDebt|quickRatio|currentRatio|totalRevenue|debtToEquity|revenuePerShare|returnOnAssets|returnOnEquity|grossProfits|freeCashflow|operatingCashflow|earningsGrowth|revenueGrowth|grossMargins|ebitdaMargins|operatingMargins|financialCurrency|trailingPegRatio|address|irWebsite|lastSplitFactor|lastSplitDate|address2|fax|industrySymbol
312 786 5600|https://www.cboe.com|Financial Data & Stock Exchanges|Financial Services|Cboe Global Markets, Inc., through its subsidiaries, operates as an options exchange worldwide. It operates through six segments: Options, North American Equities, Europe and Asia Pacific, Futures, Global FX, and Digital. The Options segment trades in listed market indices. The North American Equities segment trades in listed U.S. and Canadian equities. This segment also offers exchange-traded products (ETP) transaction and listing services. The Europe and Asia Pacific segment provides pan-European listed equities and derivatives transaction services, ETPs, exchange-traded commodities, and international depository receipts, as well as ETP listings and clearing services. The Futures segment trades in futures. The Global FX segment provides institutional foreign exchange (FX) trading and non-deliverable forward FX transactions services. The Digital segment offers Cboe Digital, an operator of the United States based digital asset spot market and a regulated futures exchange; Cboe Clear Digital, a regulated clearinghouse; licensing of proprietary market data; and access and capacity services. The company has strategic relationships with S&P Dow Jones Indices, LLC; IHS Markit Ltd.; DJI Opco, LLC; Frank Russell Company; FTSE International Limited; and MSCI Inc. The company was formerly known as CBOE Holdings, Inc. and changed its name to Cboe Global Markets, Inc. in October 2017. Cboe Global Markets, Inc. was founded in 1973 and is headquartered in Chicago, Illinois.|1647.0|5.0|1.0|5.0|5.0|3.0|1735689600.0|1703980800.0|2|193.92|193.6|192.43|196.005|193.92|193.6|192.43|196.005|2.52|0.0128999995|1732838400.0|0.31059998|1.44|0.666|26.536783|21.617601|667514|667514|945629|827840|827840|194.05|194.97|800.0|1100.0|20390739968|166.13|221.66|5.1549044|200.9636|193.49036|2.28|0.011757426|USD|21198403584.0|0.19729|104152962|104686000|2549419|2578029|1532995200|1535673600|0.0228|0.00411|0.88387|2.87|0.0298|104686000|40.203|4.844912|1703980800|1735603200|1727654400|0.049|776200000|7.34|9.18|5.359|16.428|0.047993064|0.23631513|0.55|1701216000.0|BTS|EQUITY|CBOE|Cboe Global Markets, Inc.|1276608600|America/New_York|EST|41c5ab98-5362-3f93-805f-897da1aab9dc|finmb_32624297|-18000000|194.78|245.0|174.0|208.13333|212.0|2.83333|hold|15.0|797200000.0|7.615|1290400000.0|1604899968.0|0.511|1.388|3955599872|38.137|37.547|0.08826999|0.19518|2046899968|751675008.0|1622000000.0|0.062|0.162|0.51747|0.32622|0.29118|USD||433 West Van Buren Street Chicago IL United States-60607||||||
972 891 7700|https://www.caterpillar.com|Farm & Heavy Construction Machinery|Industrials|Caterpillar Inc. manufactures and sells construction and mining equipment, off-highway diesel and natural gas engines, industrial gas turbines, and diesel-electric locomotives in worldwide. Its Construction Industries segment offers asphalt pavers, compactors, road reclaimers, forestry machines, cold planers, material handlers, track-type tractors, excavators, telehandlers, motor graders, and pipelayers; compact track, wheel, track-type, backhoe, and skid steer loaders; and related parts and tools. The company's Resource Industries segment provides electric rope and hydraulic shovels, draglines, rotary drills, hard rock vehicles, tractors, mining trucks, wheel loaders, off-highway and articulated trucks, wheel tractor scrapers and dozers, fleet management products, landfill and soil compactors, machinery components, autonomous ready vehicles and solutions, work tools, and safety services and mining performance solutions, as well as related parts and services. Its Energy & Transportation segment offers reciprocating engine powered generator sets; reciprocating engines, drivetrain, and integrated systems and solutions; turbines, centrifugal gas compressors, and related services; and diesel-electric locomotives and components, and other rail-related products. The company's Financial Products segment provides operating and finance leases, installment sale contracts, revolving charge accounts, repair/rebuild financing services, working capital loans, and wholesale financing; and insurance and risk management products and services. Its All Other Operating segment offers filters and fluids, undercarriage, ground engaging tools, fluid transfer products, precision seals, and rubber sealing and connecting components; parts distribution; logistics solutions and distribution services; brand management and marketing strategy services; and digital investments services. Caterpillar Inc. was founded in 1925 and is headquartered in Irving, Texas.|113200.0|8.0|4.0|6.0|5.0|5.0|1735689600.0|1703980800.0|2|380.55|384.7|382.0|386.595|380.55|384.7|382.0|386.595|5.64|0.0146|1737417600.0|0.2465|2.13|1.095|17.921076|17.418598|2295674|2295674|2059457|2082560|2082560|386.02|386.49|1200.0|800.0|186371211264|286.1|418.5|2.8382556|382.2346|360.3838|5.42|0.014242545|USD|219518418944.0|0.1626|481349253|482801984|9045845|8878994|1732838400|1735603200|0.0187|0.00209|0.72484|4.97|0.0188|482801984|40.176|9.608224|1703980800|1735603200|1727654400|-0.118|10677000192|21.54|22.15|3.343|13.877|0.3372363|0.23631513|1.41|1729468800.0|NYQ|EQUITY|CAT|Caterpillar, Inc.|-252322200|America/New_York|EST|c01ae1a5-f122-325c-a567-5f86028b536a|finmb_259378|-18000000|386.02|515.0|250.0|390.43958|390.0|2.55556|hold|23.0|4760000000.0|9.859|15818999808.0|37901000704.0|0.768|1.395|65664000000|195.336|133.301|0.09932|0.53475|21360001024|6985500160.0|12645000192.0|-0.072|-0.042|0.32529|0.24091|0.19496|USD|1.7327|5205 North O'Connor Boulevard Irving TX United States-75039|http://www.caterpillar.com/investors|2:1|1121299200.0|Suite 100||
561 365 2000|https://www.corporate.carrier.com|Building Products & Equipment|Industrials|Carrier Global Corporation provides heating, ventilating, and air conditioning (HVAC), refrigeration, fire, security, and building automation technologies in the United States, Europe, the Asia Pacific, and internationally. It operates through three segments: HVAC, Refrigeration, and Fire & Security. The HVAC segment provides products, controls, services, and solutions to meet the heating, cooling, and ventilation needs of residential and commercial customers. Its products include air conditioners, heating systems, heat pumps, controls, and aftermarket components, as well as aftermarket repair and maintenance services and building automation solutions. The Refrigeration segment offers transport refrigeration and monitoring products and services, as well as digital solutions for trucks, trailers, shipping containers, intermodal applications, food retail, and warehouse cooling; and commercial refrigeration solutions, such as refrigerated cabinets, freezers, systems, and controls. The Fire & Security segment provides various residential, commercial, and industrial technologies, including fire, flame, gas, smoke, and carbon monoxide detection; portable fire extinguishers; fire suppression systems; intruder alarms; access control systems; video management systems; and electronic controls. This segment also offers fire and security service, such as audit, design, installation, and system integration, as well as aftermarket maintenance and repair and monitoring services. It offers its products under the Autronica, Det-Tronics, Edwards, Aritech, Fireye, GST, Kidde, LenelS2, Marioff, Onity, and Supra; Carrier, Toshiba, Automated Logic, Bryant, CIAT, Day & Night, Heil, NORESCO, and Riello; and Carrier Commercial Refrigeration, Carrier Transicold, and Sensitech brands. Carrier Global Corporation was incorporated in 2019 and is headquartered in Palm Beach Gardens, Florida.|53000.0|6.0|6.0|8.0|1.0|4.0|1735689600.0|1703980800.0|2|69.74|70.57|69.64|70.89|69.74|70.57|69.64|70.89|0.9|0.0128999995|1734652800.0|0.4441||1.212|40.97647|23.197037|3433212|3433212|4635350|4423530|4423530|67.95|71.78|1000.0|1200.0|62500835328|53.13|83.32|2.5200934|72.3278|68.95505|0.76|0.01089762|USD|73501859840.0|0.14003|836637597|897227008|10655556|11109821|1732838400|1735603200|0.0119|0.06658|0.8547|2.39|0.0189|897227008|16.366|4.256386|1703980800|1735603200|1727654400|0.252|1535000064|1.7|3.04|2.964|22.152|0.23686075|0.23631513|0.225|1734652800.0|NYQ|EQUITY|CARR|Carrier Global Corporation|1584624600|America/New_York|EST|3bc4cc34-9462-351f-8aab-3feb0cc5349c|finmb_620281|-18000000|69.66|95.0|53.0|79.99|78.0|2.26923|buy|21.0|2224999936.0|2.48|3318000128.0|12876999680.0|0.513|1.079|24800999424|85.607|28.007|0.04176|0.13931|7018999808|1345374976.0|1492999936.0|0.167|0.213|0.28301|0.13378|0.12684|USD|1.2959|13995 Pasteur Boulevard Palm Beach Gardens FL United States-33418||||||
305 599 2600|https://www.carnivalcorp.com|Travel Services|Consumer Cyclical|Carnival Corporation & plc engages in the provision of leisure travel services in North America, Australia, Europe, Asia, and internationally. The company operates through four segments: NAA Cruise Operations, Europe Cruise Operations, Cruise Support, and Tour and Other. It operates port destinations, private islands, and a solar park, as well as owns and operates hotels, lodges, glass-domed railcars, and motor coaches. The company offers its services under the Carnival Cruise Line, Princess Cruises, Holland America Line, Seabourn, Costa Cruises, AIDA Cruises, P&O Cruises, and Cunard brand. Additionally, it sells its cruises primarily through travel agents, tour operators, vacation planners, and websites. Carnival Corporation & plc was founded in 1972 and is headquartered in Miami, Florida.|106000.0|5.0|8.0|8.0|9.0|9.0|1733011200.0|1703980800.0|2|25.05|25.2|25.17|26.1|25.05|25.2|25.17|26.1|||1582156800.0||4.21|2.668|17.95139|12.710823|19158230|19158230|20844637|19928350|19928350|25.86|25.92|2900.0|1200.0|33811800064|13.78|27.17|1.3812574|25.1084|18.96895|||USD|61533511680.0|0.063930005|1176172090|1164000000|66944497|62929794|1730332800|1732838400|0.0499|0.076409996|0.62192|3.02|0.0729|1308000000|6.785|3.8098748|1701302400|1732924800|1725062400|0.615|1564999936|1.44|1.72|2.514|10.468|0.55348563|0.23631513|0.5|1582156800.0|NYQ|EQUITY|CCL|Carnival Corporation|554131800|America/New_York|EST|0cb59638-360e-3604-a99a-27513043e7f3|finmb_258823|-18000000|25.85|35.0|14.0|29.70478|31.0|1.7931|buy|23.0|1524999936.0|1.172|5878000128.0|30292000768.0|0.202|0.296|24479000576|352.355|19.351|0.04249|0.20120001|12720000000|-506249984.0|5934000128.0|0.599|0.152|0.51963|0.24012|0.27609|USD||3655 N.W. 87th Avenue Miami FL United States-33178-2428||2:1|897868800.0|||
804 747 0422|https://www.carmax.com|Auto & Truck Dealerships|Consumer Cyclical|CarMax, Inc., through its subsidiaries, operates as a retailer of used vehicles and related products in the United States. It operates in two segments: CarMax Sales Operations and CarMax Auto Finance. The CarMax Sales Operations segment offers customers a range of makes and models of used vehicles, including domestic, imported, and luxury vehicles, as well as hybrid and electric vehicles; used vehicle auctions; extended protection plans to customers at the time of sale; and reconditioning and vehicle repair services. The CarMax Auto Finance segment provides financing alternatives for retail customers across a range of credit spectrum and arrangements with various financial institutions. The company was founded in 1993 and is based in Richmond, Virginia.|30000.0|4.0|8.0|10.0|7.0|9.0|1733011200.0|1735603200.0|2|79.65|80.29|78.71|80.29|79.65|80.29|78.71|80.29||||||1.686|26.85034|20.421045|1482992|1482992|1871372|1718080|1718080|77.85|79.55|800.0|800.0|12140972032|65.83|91.25|0.43863374|81.4668|76.67625|||USD|31532607488.0|0.01508|153982401|153800000|15049653|15493499|1730332800|1732838400|0.0971|0.00358|1.09223|8.82|0.1104|160848000|38.536|2.0484743|1709164800|1740700800|1725062400|0.119|417520000|2.94|3.77|1.139|34.017|0.12514257|0.23631513|||NYQ|EQUITY|KMX|CarMax Inc|855066600|America/New_York|EST|fd69c52a-0f1b-3128-820f-fb03f8ccac66|finmb_356805|-18000000|78.94|123.0|56.0|89.33125|91.5|2.36842|buy|16.0|524667008.0|3.387|926968000.0|19443333120.0|0.349|2.254|27679066112|314.637|175.937|0.01539|0.06853|3309892096|894939136.0|1021150976.0|0.135|-0.002|0.11958|0.03349|0.02696|USD|0.9691|12800 Tuckahoe Creek Parkway Richmond VA United States-23238|http://phx.corporate-ir.net/phoenix.zhtml?c=125417&p=irol-irhome|2:1|1174953600.0|||
614 757 5000|https://www.cardinalhealth.com|Medical Distribution|Healthcare|Cardinal Health, Inc. operates as a healthcare services and products company in the United States, Canada, Europe, Asia, and internationally. It provides customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories, physician offices, and patients in the home. The company operates in two segments: Pharmaceutical and Specialty Solutions, and Global Medical Products and Distribution. It distributes branded and generic pharmaceutical, specialty pharmaceutical, and over-the-counter healthcare and consumer products, as well as medical supplies. The company also provides services to pharmaceutical manufacturers and healthcare providers for specialty pharmaceutical products; offers pharmacy management services to hospitals; operates pharmacies, including pharmacies in community health centers; and repackages generic pharmaceuticals and over-the-counter healthcare products. In addition, it manufactures, sources, and distributes Cardinal Health branded medical, surgical, and laboratory products and devices that include exam and surgical gloves; needles, syringe, and sharps disposals; compression solution, incontinence, nutritional delivery, and wound care products; single-use surgical drapes, gowns, and apparel products; fluid suction and collection systems; urology products; operating room supply products; and electrode product lines. Further, the company distributes a range of national brand products, including medical, surgical, and laboratory products; provides supply chain services and solutions to hospitals, ambulatory surgery centers, clinical laboratories, and other healthcare providers; and assembles and sells sterile, and non-sterile procedure kits. Additionally, it manufactures, prepares, delivers, and distributes radiopharmaceuticals and related treatments; and optimizes direct shipments through integrated technology solutions. The company was incorporated in 1979 and is headquartered in Dublin, Ohio.|47922.0|10.0|1.0|4.0|1.0|1.0|1735689600.0|1735603200.0|2|127.03|127.2|125.23|127.27|127.03|127.2|125.23|127.27|2.02|0.016|1735776000.0|0.387|2.95|0.616|24.282692|14.487449|1642943|1642943|2174000|2186000|2186000|126.29|129.0|800.0|800.0|30558601216|93.17|127.27|0.13614638|120.4662|108.52445|2.012|0.01583878|USD|32856666112.0|0.0057|240783510|242010000|4224695|4781529|1732838400|1735603200|0.0175|0.00252|0.89497|2.02|0.0229|242010000|-13.541||1719705600|1751241600|1727654400||1280000000|5.2|8.64|0.146|11.237|0.19868994|0.23631513|0.506|1735776000.0|NYQ|EQUITY|CAH|Cardinal Health, Inc.|428851800|America/New_York|EST|e85376ee-0e1a-361f-be64-77af29b700fd|finmb_172207|-18000000|126.27|149.0|107.0|132.14067|136.0|2.0|buy|15.0|2867000064.0|11.847|2924000000.0|5164000256.0|0.422|0.949|224454000640||921.782|0.03175||7573000192|1906249984.0|1587000064.0||-0.043|0.03374|0.01303|0.01054|USD|1.0404|7000 Cardinal Place Dublin OH United States-43017|http://ir.cardinalhealth.com/|3:2|987984000.0|||
703 720 1000|https://www.capitalone.com|Credit Services|Financial Services|Capital One Financial Corporation operates as the financial services holding company for the Capital One, National Association, which engages in the provision of various financial products and services in the United States, Canada, and the United Kingdom. It operates through three segments: Credit Card, Consumer Banking, and Commercial Banking. The company accepts checking accounts, money market deposits, negotiable order of withdrawals, savings deposits, and time deposits. Its loan products include credit card loans; auto and retail banking loans; and commercial and multifamily real estate, and commercial and industrial loans. The company also offers credit and debit card products; online direct banking services; and provides advisory, capital markets, treasury management, and depository services. It serves consumers, small businesses, and commercial clients through digital channels, branches, cafés, and other distribution channels located in New York, Louisiana, Texas, Maryland, Virginia, New Jersey, and California. The company was founded in 1988 and is headquartered in McLean, Virginia.|52500.0|5.0|4.0|7.0|2.0|4.0|1735689600.0|1703980800.0|2|188.44|189.0|187.92|193.17|188.44|189.0|187.92|193.17|2.4|0.0126|1731542400.0|0.22659999|1.76|1.432|18.016037|12.33524|3715815|3715815|3029308|3223290|3223290|190.97|205.0|1000.0|1100.0|72803500032|128.23|198.3|2.747613|183.7456|153.7816|2.4|0.01273615|USD|79592030208.0|0.16455|366692475|381230016|16045739|16257977|1732838400|1735603200|0.0421|0.034360003|0.90492994|6.72|0.042600002|391777984|152.237|1.2544256|1703980800|1735603200|1727654400|-0.007|4062000128|10.6|15.66|3.004||0.4726249|0.23631513|0.6|1731542400.0|NYQ|EQUITY|COF|Capital One Financial Corporati|784996200|America/New_York|EST|3e2b4a31-5c30-3070-98e4-0103f7eb5225|finmb_336241|-18000000|190.97|235.0|170.0|206.58527|210.12|2.18182|buy|19.0|50980999168.0|133.629||52871000064.0|||26496999424||69.278|0.0091|0.07479|26496999424||22811000832.0|-0.009|0.064|||0.29713|USD|2.003|1680 Capital One Drive McLean VA United States-22102|http://phx.corporate-ir.net/phoenix.zhtml?c=70667&p=irol-irhome|3:1|928281600.0|||
856 342 4800|https://www.campbellsoupcompany.com|Packaged Foods|Consumer Defensive|The Campbell's Company, together with its subsidiaries, manufactures and markets food and beverage products in the United States and internationally. The company operates through Meals & Beverages and Snacks segments. The Meals & Beverages segment engages in the retail and foodservice businesses in the United States and Canada. This segment provides Campbell's condensed and ready-to-serve soups; Swanson broth and stocks; Pacific Foods broth, soups, and non-dairy beverages; Prego pasta sauces; Pace Mexican sauces; Campbell's gravies, pasta, beans, and dinner sauces; Swanson canned poultry; V8 juices and beverages; Campbell's tomato juice; Rao's pasta sauces, dry pasta, frozen entrées, frozen pizza and soups; Michael Angelo's frozen entrées and pasta sauces; and noosa yogurts, as well as snacking products in foodservice in Canada. The Snacks segment retails Pepperidge Farm cookies, crackers, fresh bakery, and frozen products, that includes Goldfish crackers, Snyder's of Hanover pretzels, Lance sandwich crackers, Cape Cod and Kettle Brand potato chips, Late July snacks, Snack Factory pretzel crisps, and other snacking products. This segment is also involved in the retail business in Latin America. It sells its products through retail food chains, mass discounters and merchandisers, club stores, convenience stores, drug stores, and dollar stores, as well as e-commerce and other retail, commercial, and non-commercial establishments, and independent contractor distributors. The company was formerly known as Campbell Soup Company and changed its name to The Campbell's Company in November 2024. The company was founded in 1869 and is headquartered in Camden, New Jersey.|14400.0|6.0|2.0|4.0|8.0|5.0|1733011200.0|1735603200.0|2|39.26|39.41|38.831|39.44|39.26|39.41|38.831|39.44|1.48|0.0325|1727913600.0|0.78309995|3.11|0.181|21.300547|11.698785|2278945|2278945|2573775|2807640|2807640|||900.0|800.0|11620288512|37.61|52.81|1.2059245|42.8226|45.8067|||USD|21008762880.0|0.05884|191604596|298108992|15079006|13630043|1728950400|1731628800|0.0507|0.35154998|0.55428004|7.94|0.0784|300251008|12.732|3.061577|1722124800|1753660800|1722124800||567000000|1.83|3.41|2.18|11.783|-0.09705812|0.23631513|0.39|1735776000.0|NMS|EQUITY|CPB|The Campbell's Company|99153000|America/New_York|EST|dde97851-ef7f-3fd5-a96b-3d764eb7b5f2|finmb_258458|-18000000|38.98|63.0|41.0|48.9555|47.0|2.66667|hold|20.0|108000000.0|0.362|1783000064.0|7542000128.0|0.206|0.612|9635999744|198.683|32.336|0.06407|0.15203|3016999936|576750016.0|1184999936.0||0.109|0.31309998|0.18504|0.119490005|USD|0.6294|1 Campbell Place Camden NJ United States-08103-1799|http://investor.campbellsoupcompany.com/phoenix.zhtml?c=88650&p=irol-IRHome|2:1|858643200.0|||
713 354 2500|https://www.camdenliving.com|REIT - Residential|Real Estate|Camden Property Trust, an S&P 500 Company, is a real estate company primarily engaged in the ownership, management, development, redevelopment, acquisition, and construction of multifamily apartment communities. Camden owns and operates 172 properties containing 58,250 apartment homes across the United States. Upon completion of 5 properties currently under development, the Company's portfolio will increase to 59,996 apartment homes in 177 properties. Camden has been recognized as one of the 100 Best Companies to Work For by FORTUNE magazine for 17 consecutive years, most recently ranking #24.|1640.0|5.0|4.0|9.0|7.0|7.0|1735689600.0|1703980800.0|2|112.65|112.57|111.75|112.91|112.65|112.57|111.75|112.91|4.12|0.0366|1734480000.0|1.2902|3.21|0.92|35.408802|64.45519|887847|887847|797616|872110|872110|112.19|113.09|800.0|800.0|12012280832|90.5|127.69|7.717252|118.405|113.9253|4.09|0.03630715|USD|15508397056.0|0.2216|104904010|106681000|1689866|1747451|1732838400|1735603200|0.015800001|0.0146200005|0.98647004|2.65|0.0224|106681000|40.962|2.748889|1703980800|1735603200|1727654400||344383008|3.18|1.62|9.963|17.361|0.13530958|0.23631513|1.03|1734480000.0|NYQ|EQUITY|CPT|Camden Property Trust|743347800|America/New_York|EST|48663d48-af58-39b8-b3bd-ed8ca9b60200|finmb_329202|-18000000|112.6|142.0|115.0|126.69565|126.0|2.48|buy|23.0|31234000.0|0.293|893276992.0|3455598080.0|0.066|0.086|1556548992|71.778|14.338|0.021459999|0.07229|962713024|714346880.0|814499008.0||-0.005|0.61849|0.57388|0.18878001|USD||11 Greenway Plaza Houston TX United States-77046-1124|http://www.snl.com/irweblinkx/corporateprofile.aspx?iid=103094|||Suite 2400|713 354 2700|
775 328 0100|https://www.caesars.com|Resorts & Casinos|Consumer Cyclical|Caesars Entertainment, Inc. operates as a gaming and hospitality company. The company owns, leases, or manages domestic properties in 18 states with slot machines, video lottery terminals and e-tables, and hotel rooms, as well as table games, including poker. It also operates and conducts retail and online sports wagering across 31 jurisdictions in North America and operates iGaming in five jurisdictions in North America; sports betting from our retail and online sportsbooks; and other games, such as keno. In addition, the company operates dining venues, bars, nightclubs, lounges, hotels, and entertainment venues; and provides staffing and management services. Caesars Entertainment, Inc. was founded in 1937 and is based in Reno, Nevada.|51000.0|3.0|9.0|9.0|1.0|7.0|1735689600.0|1703980800.0|2|33.32|33.82|33.51|34.25|33.32|33.82|33.51|34.25||||||2.962||24.913298|6973589|6973589|4201604|5077530|5077530|||||7234944000|30.784|47.99|0.64190793|36.1357|37.88435|||USD|32917956608.0|-0.03203|202092205|212480000|14979070|15399192|1732838400|1735603200|0.0705|0.00751|1.0536599|3.28|0.0799|212480000|19.708|1.7277247|1703980800|1735603200|1727654400||-361000000|-1.68|1.34|2.921|8.974|-0.2567125|0.23631513|||NMS|EQUITY|CZR|Caesars Entertainment, Inc.|1411392600|America/New_York|EST|a45af203-cc8f-3f51-b380-342685e333db|finmb_3133890|-18000000|34.05|66.0|35.0|51.91176|53.0|1.82353|buy|17.0|802000000.0|3.774|3668000000.0|26279000064.0|0.561|0.838|11271000064|599.43|52.241|0.044770002|-0.063769996|5865999872|-217750000.0|1274000000.0||-0.04|0.52045|0.32544|0.22408001|USD|4.649|100 West Liberty Street Reno NV United States-89501||||12th Floor||
408 943 1234|https://www.cadence.com|Software - Application|Technology|Cadence Design Systems, Inc. provides software, hardware, services, and reusable integrated circuit (IC) design blocks worldwide. The company offers functional verification services, including emulation and prototyping hardware. Its functional verification offering consists of JasperGold, a formal verification platform; Xcelium, a parallel logic simulation platform; Palladium, an enterprise emulation platform; and Protium, a prototyping platform for chip verification. The company also provides digital IC design and sign off products, including Genus synthesis and Joules RTL power solutions, as well as Modus DFT software solution to reduce systems-on-chip design-for-test time; physical implementation tools, such as place and route, optimization, and multiple patterning preparation; and Innovus implementation system, a physical implementation system. In addition, it offers custom IC design and simulation products to create schematic and physical representations of circuits down to the transistor level for analog, mixed-signal, custom digital, memory, and radio frequency designs; and system design and analysis products to develop printed circuit boards and IC packages, as well as to analyze electromagnetic, electro-thermal, and other multi-physics effects. Further, the company provides intellectual property (IP) products comprising pre-verified and customizable functional blocks to integrate into customer's ICs; and verification IP with memory models to emulate and model the expected behavior and interaction of standard industry system interface protocols. Additionally, it offers services related to methodology, education, and hosted design solutions, as well as technical support and maintenance services. The company serves consumer, hyperscale computing, 5G communications, mobile, automotive, aerospace and defense, industrial, and life science industries. Cadence Design Systems, Inc. was incorporated in 1987 and is headquartered in San Jose, California.|12703.0|1.0|4.0|9.0|1.0|2.0|1735689600.0|1703980800.0|2|298.9|305.87|302.61|307.05|298.9|305.87|302.61|307.05||||||1.02|80.63325|44.601746|1567570|1567570|1759878|1436920|1436920|||||83814776832|241.29|328.99|19.250479|303.9258|288.18924|||USD|83698671616.0|0.23868|271723325|274263008|4480517|3807736|1732838400|1735603200|0.0163|0.00801|0.91134|2.82|0.0184|280358016|16.639|18.36649|1703980800|1735603200|1727654400|-0.064|1039172992|3.79|6.85|19.224|57.704|0.033375025|0.23631513|||NMS|EQUITY|CDNS|Cadence Design Systems, Inc.|550330200|America/New_York|EST|9b307be0-911d-321b-ac00-7b96e208b1c9|finmb_25941|-18000000|305.6|365.0|225.0|323.47455|337.5|1.68182|buy|22.0|2941289984.0|10.724|1450493056.0|2825189888.0|2.122|2.448|4353906176|61.911|16.098|0.10872|0.27072|3822265088|939971904.0|1091282944.0|-0.065|0.188|0.87789|0.33315|0.309|USD|3.2328|Building 5 San Jose CA United States-95134|http://www.cadence.com/cadence/investor_relations/Pages/default.aspx|2:1|879724800.0|2655 Seely Avenue|408 428 5001|
952 683 2800|https://www.chrobinson.com|Integrated Freight & Logistics|Industrials|C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation services, and related logistics and supply chain services in the United States and internationally. It operates through two segments: North American Surface Transportation and Global Forwarding. The company offers transportation and logistics services, such as truckload, less than truckload transportation brokerage services, which include the shipment of single or multiple pallets of freight; intermodal transportation that comprises the shipment service of freight in containers or trailers by a combination of truck and rail; and non-vessel operating common carrier and freight forwarding services, as well as organizes air shipments and provides door-to-door services. It also provides customs brokerage services; and other logistics services, such as fee-based managed, warehousing, small parcel, and other services. It has contractual relationships with approximately 45,000 transportation companies, including motor carriers, railroads, and ocean and air carriers. In addition, the company is involved in the buying, selling, and/or marketing of fresh fruits, vegetables, and other value-added perishable items under the Robinson Fresh brand name. Further, the company offers transportation management services or managed TMS; and other surface transportation services. It provides its fresh produce to grocery retailers, restaurants, produce wholesalers, and foodservice distributors through a network of independent produce growers and suppliers. The company was founded in 1905 and is headquartered in Eden Prairie, Minnesota.|14537.0|1.0|3.0|10.0|9.0|9.0|1735689600.0|1703980800.0|2|102.69|102.2|101.67|103.905|102.69|102.2|101.67|103.905|2.48|0.0239|1733443200.0|0.8478|2.41|0.842|35.840828|21.069332|1119326|1119326|1149790|884020|884020|||||12243674112|65.0|114.82|0.68931115|106.5428|95.6103|2.45|0.023858214|USD|14028899328.0|0.01956|117850583|118205000|4843017|4728844|1732838400|1735603200|0.040999997|0.0091699995|0.95277|4.42|0.0539|118205000|13.889|7.4577007|1703980800|1735603200|1727654400|0.186|347356992|2.89|4.76|0.79|20.814|0.18879831|0.23631513|0.62|1733443200.0|NMS|EQUITY|CHRW|C.H. Robinson Worldwide, Inc.|877008600|America/New_York|EST|b52e1320-f384-3b8d-9e63-4b201df63310|finmb_368470|-18000000|103.58|140.0|71.0|116.82609|119.0|2.44|buy|23.0|131704000.0|1.114|673996992.0|1916909056.0|1.355|1.49|17762187264|116.88|148.876|0.07148|0.22818|1255313024|117191624.0|288484992.0|0.176|0.07|0.07067|0.03795|0.03973|USD|1.333|14701 Charlson Road Eden Prairie MN United States-55347-5076|http://investor.chrobinson.com/phoenix.zhtml?c=97366&p=irol-IRHome|2:1|1129507200.0|||
