symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
NRC,2025-03-27,2025-03-28,2025-05-05,2025-04-11,National Research Corporation,0.5,12.8,12.8,3.7,46.1,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NRC started paying dividends 12 years ago, but there is no recorded dividend growth in the last 2 years."
RDUS,2025-02-02,2025-02-03,2025-04-02,2025-02-18,"Radius Recycling, Inc.",0.8,28.9,28.9,2.6,195.5,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"RDUS started paying dividends 32 years ago, but there is no recorded dividend growth in the last 5 years."
DFP,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Flaherty & Crumrine Dynamic Pre,1.6,20.2,20.2,10.4,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,DFP has just started to pay dividends.
BSVN,2025-03-19,2025-03-20,2025-04-10,2025-04-04,Bank7 Corp.,1.0,38.7,39.2,2.5,18.6,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"BSVN started paying dividends 7 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 19.14%."
HPP,2024-06-16,2024-06-17,2025-05-07,2024-06-27,"Hudson Pacific Properties, Inc.",0.0,3.0,2.9,0.0,2500.0,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,HPP has just started to pay dividends.
NVEC,2025-02-02,2025-02-03,2025-04-29,2025-02-28,NVE Corporation,4.0,63.7,63.5,6.3,129.0,EQUITY,1.0,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"NVEC started paying dividends 11 years ago, but there is no recorded dividend growth in the last 5 years."
ETO,2024-06-20,2024-06-21,2025-06-25,2019-01-31,Eaton Vance Tax-Advantage Globa,2.1,24.6,24.7,8.2,41.9,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ETO started paying dividends 22 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -1.13%."
OFLX,2025-04-09,2025-04-10,2025-04-29,2025-04-22,"Omega Flex, Inc.",1.4,34.8,35.0,3.9,75.8,EQUITY,0.3,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,OFLX has just started to pay dividends.
DBO,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Invesco DB Oil Fund,0.0,14.3,0.0,4.7,0.0,ETF,0.7,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,DBO has just started to pay dividends.
SPMC,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Sound Point Meridian Capital, I",0.0,19.9,20.5,0.0,0.0,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,SPMC has just started to pay dividends.
DHIL,2025-03-09,2025-03-10,2025-04-29,2025-03-21,"Diamond Hill Investment Group, ",6.0,142.8,144.8,4.1,38.3,EQUITY,1.5,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"DHIL started paying dividends 18 years ago, but there is no recorded dividend growth in the last 2 years."
GNE,2025-02-17,2025-02-18,2025-05-06,2025-02-26,Genie Energy Ltd.,0.3,15.1,15.8,1.9,52.6,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"GNE started paying dividends 14 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -4.09%."
UNTY,2025-03-13,2025-03-14,2025-04-10,2025-03-28,"Unity Bancorp, Inc.",0.6,40.7,41.4,1.4,12.8,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a 7.14% increase.,"UNTY started paying dividends 22 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 11.84%."
NRIM,2025-03-05,2025-03-06,2025-04-22,2025-03-14,Northrim BanCorp Inc,2.6,73.2,74.0,3.5,37.2,EQUITY,0.6,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 3.13% increase.,"NRIM started paying dividends 31 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 13.49%."
NQP,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Nuveen Pennsylvania Quality Mun,0.9,11.2,11.4,7.7,43.0,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NQP started paying dividends 35 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 64.00%."
JILL,2025-04-01,2025-04-02,2025-06-05,2025-04-16,"J. Jill, Inc.",0.3,19.5,19.0,1.7,8.1,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,JILL has just started to pay dividends.
SVC,2025-01-26,2025-01-27,2025-05-05,2025-02-20,Service Properties Trust - Shar,0.0,2.6,2.6,1.5,466.7,EQUITY,0.0,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"SVC started paying dividends 31 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -95.00%."
MERC,2025-03-25,2025-03-26,2025-05-07,2025-04-02,Mercer International Inc.,0.3,6.2,5.9,5.1,15.7,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"MERC started paying dividends 14 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 2.90%."
ALNT,2025-03-19,2025-03-20,2025-05-06,2025-04-03,Allient Inc.,0.1,22.0,22.0,0.6,15.2,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ALNT started paying dividends 19 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 8.45%."
IGD,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Voya Global Equity Dividend and,0.6,5.7,5.7,10.6,65.4,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"IGD started paying dividends 21 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 4.56%."
WDH,2025-04-10,2025-04-11,2025-06-05,2025-05-02,Waterdrop Inc.,0.0,1.5,1.5,2.7,0.0,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,WDH has just started to pay dividends.
MUA,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Blackrock MuniAssets Fund, Inc",0.7,10.8,10.9,6.1,50.9,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"MUA started paying dividends 33 years ago, but there is no recorded dividend growth in the last 1 years."
CHW,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Calamos Global Dynamic Income F,0.6,6.4,6.4,9.4,25.8,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CHW started paying dividends 19 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -10.61%."
THW,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Tekla World Healthcare Fund Sha,1.4,11.5,11.3,12.9,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"THW started paying dividends 10 years ago, but there is no recorded dividend growth in the last 5 years."
DPG,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Duff & Phelps Global Utility In,0.8,12.2,12.2,10.1,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"DPG started paying dividends 15 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -66.67%."
YRD,2025-04-29,2025-04-30,2025-06-19,2025-05-15,Yiren Digital Ltd.,0.4,6.9,7.2,5.8,7.7,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,YRD has just started to pay dividends.
ITIC,2025-03-23,2025-03-24,2025-05-01,2025-03-31,Investors Title Company,1.8,241.1,241.1,0.8,11.2,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,Reflecting a -3043.48% cut.,ITIC has just started to pay dividends.
BFK,2025-03-13,2025-03-14,2025-04-01,2019-02-01,BlackRock Municipal Income Trus,0.6,9.9,10.0,6.0,186.7,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"BFK started paying dividends 25 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 27.00%."
ETB,2025-03-13,2025-03-14,2025-02-27,2019-01-31,Eaton Vance Tax-Managed Buy-Wri,1.3,13.7,13.7,9.3,47.2,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ETB started paying dividends 21 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -0.62%."
KRNY,2025-02-11,2025-02-12,2025-04-24,2025-02-26,Kearny Financial,0.4,6.3,6.3,7.0,176.0,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"KRNY started paying dividends 19 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 6.58%."
SWBI,2025-03-19,2025-03-20,2025-06-18,2025-04-03,"Smith & Wesson Brands, Inc.",0.5,9.3,9.3,5.6,78.5,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"SWBI started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 21.06%."
LMNR,2025-03-30,2025-03-31,2025-06-04,2025-04-11,Limoneira Co,0.3,17.7,17.7,1.7,69.8,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"LMNR started paying dividends 18 years ago, but there is no recorded dividend growth in the last 5 years."
MOV,2024-12-15,2024-12-16,2025-05-28,2024-12-30,Movado Group Inc.,1.4,16.7,16.9,8.3,133.3,EQUITY,0.3,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,MOV has just started to pay dividends.
MEI,2025-04-16,2025-04-17,2025-03-05,2025-05-02,"Methode Electronics, Inc.",0.6,6.4,6.4,8.8,36.4,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"MEI started paying dividends 39 years ago, and dividends have been growing for 21 years. Dividend Growth Rate for the last 5 years is 4.94%."
CLDT,2025-03-30,2025-03-31,2025-05-05,2025-04-15,Chatham Lodging Trust (REIT),0.4,7.1,7.1,5.0,933.3,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,Reflecting a 22.22% increase.,"CLDT started paying dividends 15 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 8.74%."
VBNK,2025-04-03,2025-04-04,2025-06-04,2025-04-30,VersaBank,0.1,10.4,10.2,0.7,7.8,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,VBNK has just started to pay dividends.
NBB,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Nuveen Taxable Municipal Income,0.8,16.0,16.1,5.9,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NBB started paying dividends 16 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 31.08%."
SD,2025-03-19,2025-03-20,2025-05-05,2025-03-31,"SandRidge Energy, Inc.",0.4,11.4,11.4,3.8,26.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SD started paying dividends 3 years ago, but there is no recorded dividend growth in the last 1 years."
SIGA,2024-03-24,2024-03-25,2025-05-05,2024-04-11,SIGA Technologies Inc.,0.0,5.5,5.5,0.0,0.0,EQUITY,0.6,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,SIGA has just started to pay dividends.
MVF,1998-01-01,1998-01-01,1998-01-01,1998-01-01,"Blackrock MuniVest Fund, Inc.",0.4,7.0,7.1,6.1,70.8,EQUITY,0.0,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"MVF started paying dividends 38 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 1.92%."
CLCO,2024-12-01,2024-12-02,2025-05-21,2024-12-09,Cool Company Ltd.,0.6,5.5,5.4,11.1,75.4,EQUITY,0.4,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,CLCO has just started to pay dividends.
HPI,2025-03-12,2025-03-13,2025-04-02,2019-02-28,John Hancock Preferred Income F,1.5,16.6,16.6,8.9,62.6,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"HPI started paying dividends 23 years ago, but there is no recorded dividend growth in the last 5 years."
NPFD,1998-01-01,1998-01-01,1998-01-01,1998-01-01,N/A,2.0,18.8,18.8,10.7,52.7,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NPFD started paying dividends 4 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 38.96%."
CVGW,2025-03-31,2025-04-01,2025-06-09,2025-04-29,"Calavo Growers, Inc.",0.8,23.8,24.2,3.3,76.9,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"CVGW started paying dividends 24 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 41.42%."
DIN,2025-03-16,2025-03-17,2025-05-06,2025-04-04,"Dine Brands Global, Inc. Common",2.0,23.3,23.7,8.6,48.3,EQUITY,0.5,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"DIN started paying dividends 19 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 6.26%."
ISD,1998-01-01,1998-01-01,1998-01-01,1998-01-01,PGIM Short Duration High Yield ,1.3,14.2,14.3,11.3,223.8,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"ISD started paying dividends 14 years ago, but there is no recorded dividend growth in the last 5 years."
CMP,2024-03-07,2024-03-08,2025-05-05,2024-03-20,Compass Minerals Intl Inc,0.6,9.3,9.1,5.8,162.2,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,CMP has just started to pay dividends.
EGY,2025-02-27,2025-02-28,2025-05-05,2025-03-28,"VAALCO Energy, Inc.",0.2,3.8,3.8,6.5,44.6,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"EGY started paying dividends 5 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 24.05%."
AROW,2025-02-09,2025-02-10,2025-04-28,2025-02-24,Arrow Financial Corporation,1.1,26.3,26.4,4.2,61.6,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"AROW started paying dividends 39 years ago, and dividends have been growing for 31 years. Dividend Growth Rate for the last 5 years is 2.09%."
BHB,2025-02-19,2025-02-20,2025-04-16,2025-03-20,"Bar Harbor Bankshares, Inc.",1.2,29.5,29.8,4.0,41.5,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"BHB started paying dividends 29 years ago, and dividends have been growing for 28 years. Dividend Growth Rate for the last 5 years is 6.40%."
GCBC,2025-02-13,2025-02-14,2025-04-21,2025-02-28,"Greene County Bancorp, Inc.",0.4,24.1,23.1,1.6,22.1,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"GCBC started paying dividends 26 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 10.35%."
CBNK,2025-02-09,2025-02-10,2025-04-21,2025-02-26,"Capital Bancorp, Inc.",0.4,28.3,28.2,1.4,17.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CBNK started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 18.92%."
VLGEA,2025-04-02,2025-04-03,2025-06-02,2025-04-24,"Village Super Market, Inc.",1.0,38.0,38.0,2.6,27.3,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"VLGEA started paying dividends 28 years ago, but there is no recorded dividend growth in the last 5 years."
TYG,2025-04-22,2025-04-23,2025-02-07,2018-11-30,Tortoise Energy Infrastructure ,4.4,43.0,43.5,10.1,15.2,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TYG started paying dividends 22 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -48.59%."
XFLT,1998-01-01,1998-01-01,1998-01-01,1998-01-01,XAI Octagon Floating Rate & Alt,1.0,5.9,5.9,15.7,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"XFLT started paying dividends 9 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -9.41%."
YORW,2025-02-27,2025-02-28,2025-05-05,2025-04-15,The York Water Company,0.9,34.7,34.8,2.5,60.0,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"YORW started paying dividends 26 years ago, and dividends have been growing for 25 years. Dividend Growth Rate for the last 5 years is 4.00%."
PNNT,2025-03-13,2025-03-14,2025-05-06,2022-04-01,PennantPark Investment Corporat,1.0,7.0,7.1,13.6,109.5,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"PNNT started paying dividends 19 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is -36.75%."
FRA,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Blackrock Floating Rate Income ,1.5,12.9,12.9,11.6,132.7,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"FRA started paying dividends 22 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 9.44%."
EBTC,2025-02-09,2025-02-10,2025-04-21,2025-03-03,Enterprise Bancorp Inc,1.0,38.9,38.9,2.6,30.8,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,Reflecting a 4.00% increase.,"EBTC started paying dividends 21 years ago, and dividends have been growing for 19 years. Dividend Growth Rate for the last 5 years is 7.39%."
FFIC,2025-03-13,2025-03-14,2025-04-29,2025-03-28,Flushing Financial Corporation,0.9,12.7,12.7,7.0,101.2,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"FFIC started paying dividends 29 years ago, and dividends have been growing for 28 years. Dividend Growth Rate for the last 5 years is 0.93%."
MYD,2025-03-13,2025-03-14,2025-04-01,2019-02-01,"Blackrock MuniYield Fund, Inc.",0.7,10.6,10.6,6.2,102.1,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"MYD started paying dividends 34 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 21.92%."
HPS,2025-03-12,2025-03-13,2025-04-02,2019-02-28,John Hancock Preferred Income F,1.3,15.0,15.0,8.8,69.8,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"HPS started paying dividends 23 years ago, but there is no recorded dividend growth in the last 5 years."
ALRS,2025-03-13,2025-03-14,2025-04-28,2025-04-11,Alerus Financial Corporation,0.8,18.5,18.4,4.4,95.2,EQUITY,0.2,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"ALRS started paying dividends 23 years ago, and dividends have been growing for 22 years. Dividend Growth Rate for the last 5 years is 5.92%."
NFBK,2025-02-04,2025-02-05,2025-04-22,2025-02-19,"Northfield Bancorp, Inc.",0.5,10.9,10.9,4.8,72.2,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NFBK started paying dividends 18 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 3.40%."
GAIN,2025-03-18,2025-03-19,2025-05-06,2025-03-31,Gladstone Investment Corporatio,1.0,13.4,13.5,7.1,50.3,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"GAIN started paying dividends 21 years ago, but there is no recorded dividend growth in the last 1 years."
ACCO,2025-03-13,2025-03-14,2025-04-30,2025-03-26,Acco Brands Corporation,0.3,4.2,4.2,7.1,51.7,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ACCO started paying dividends 8 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 2.90%."
GBLI,2025-03-20,2025-03-21,2025-05-06,2025-03-28,"Global Indemnity Group, LLC",1.4,34.5,35.0,4.0,44.9,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"GBLI started paying dividends 8 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 6.96%."
RDVT,2025-01-30,2025-01-31,2025-05-06,2025-02-14,"Red Violet, Inc.",0.0,37.6,38.8,0.0,0.0,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,RDVT has just started to pay dividends.
PFIS,2025-02-27,2025-02-28,2025-04-23,2025-03-14,Peoples Financial Services Corp,2.5,44.5,44.6,5.5,207.6,EQUITY,0.6,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"PFIS started paying dividends 24 years ago, and dividends have been growing for 20 years. Dividend Growth Rate for the last 5 years is 11.41%."
GUG,1998-01-01,1998-01-01,1998-01-01,1998-01-01,N/A,1.4,15.1,15.3,11.0,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"GUG started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
RICK,2025-03-16,2025-03-17,2025-05-07,2025-03-31,"RCI Hospitality Holdings, Inc.",0.3,42.9,43.6,0.6,45.6,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"RICK started paying dividends 10 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 18.47%."
PSBD,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Palmer Square Capital BDC Inc.,0.0,13.3,13.8,0.0,0.0,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,Reflecting a -23.08% cut.,PSBD has just started to pay dividends.
IVR,2025-04-06,2025-04-07,2025-05-06,2025-04-25,INVESCO MORTGAGE CAPITAL INC,1.4,7.9,8.0,16.9,246.2,EQUITY,0.4,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,IVR has just started to pay dividends.
NXJ,2024-06-13,2024-06-14,2025-05-05,2019-02-01,Nuveen New Jersey Qualified Mun,0.9,11.8,11.8,7.7,43.7,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NXJ started paying dividends 24 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 59.64%."
RMT,2025-03-12,2025-03-13,2025-02-28,2018-12-27,"Royce Micro-Cap Trust, Inc.",0.8,8.4,8.4,9.1,56.9,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -10.53% cut.,RMT has just started to pay dividends.
VALU,2025-01-26,2025-01-27,2025-03-14,2025-02-10,"Value Line, Inc.",1.2,38.7,40.1,3.0,52.4,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"VALU started paying dividends 40 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 7.39%."
FFWM,2024-05-02,2024-05-03,2025-04-23,2024-05-16,First Foundation Inc.,0.0,5.2,5.2,0.0,33.3,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,FFWM has just started to pay dividends.
UHT,2025-03-23,2025-03-24,2025-04-22,2025-03-31,Universal Health Realty Income ,2.9,41.0,41.1,7.2,210.1,EQUITY,0.7,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"UHT started paying dividends 39 years ago, and dividends have been growing for 38 years. Dividend Growth Rate for the last 5 years is 1.27%."
KELYA,2025-02-25,2025-02-26,2025-05-07,2025-03-12,"Kelly Services, Inc.",0.3,13.2,13.2,2.3,25.9,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"KELYA started paying dividends 37 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 10.67%."
ASGI,1998-01-01,1998-01-01,1998-01-01,1998-01-01,abrdn Global Infrastructure Inc,1.4,18.4,18.4,9.3,0.0,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,ASGI has just started to pay dividends.
WIW,1998-01-01,1998-01-01,1998-01-01,1998-01-01,Western Asset Inflation-Linked ,0.8,8.8,8.8,8.5,125.2,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,Reflecting a 3.17% increase.,"WIW started paying dividends 22 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 1.63%."
BLE,1998-01-01,1998-01-01,1998-01-01,1998-01-01,BlackRock Municipal Income Trus,0.7,10.4,10.5,6.2,93.4,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"BLE started paying dividends 24 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 3.85%."
NML,1998-01-01,1998-01-01,1998-01-01,1998-01-01,1525,0.7,9.0,9.2,10.5,0.0,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NML started paying dividends 13 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 37.04%."
IIIN,2025-03-13,2025-03-14,2025-04-17,2025-03-28,"Insteel Industries, Inc.",0.1,26.3,26.4,0.5,12.1,EQUITY,0.0,Payout Ratio falls within the low risk (<35%).,Reflecting a -3333.33% cut.,IIIN has just started to pay dividends.
BLW,2025-03-13,2025-03-14,2025-03-07,2019-01-09,Blackrock Limited Duration Inco,1.4,14.1,14.1,9.7,105.7,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"BLW started paying dividends 23 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 2.89%."
MSBI,2025-02-13,2025-02-14,2025-04-23,2025-02-21,"Midland States Bancorp, Inc.",1.2,17.1,17.2,7.2,53.5,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"MSBI started paying dividends 10 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 2.95%."
DSU,2025-03-13,2025-03-14,2025-03-07,2019-01-09,"Blackrock Debt Strategies Fund,",1.2,10.4,10.4,11.4,128.8,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"DSU started paying dividends 28 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 6.87%."
DGICA,2025-02-03,2025-02-04,2025-04-23,2025-02-18,"Donegal Group, Inc.",0.7,19.6,19.7,3.5,44.9,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"DGICA started paying dividends 23 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 2.89%."
CCNE,2025-02-27,2025-02-28,2025-04-14,2025-03-14,CNB Financial Corporation,0.7,22.2,22.3,3.2,29.7,EQUITY,0.2,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CCNE started paying dividends 30 years ago, and dividends have been growing for 22 years. Dividend Growth Rate for the last 5 years is 1.15%."
GHY,1998-01-01,1998-01-01,1998-01-01,1998-01-01,PGIM Global Short Duration High,1.3,13.4,13.5,12.2,160.6,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"GHY started paying dividends 13 years ago, but there is no recorded dividend growth in the last 5 years."
