symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
CRAI,2025-03-03,2025-03-04,2025-04-30,2025-03-14,"CRA International,Inc.",1.96,173.2,177.49,1.1,25.96,EQUITY,0.49,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CRAI started paying dividends 10 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 16.33%."
DOLE,2025-03-19,2025-03-20,2025-05-13,2025-04-03,Dole plc,0.32,14.45,14.5,2.21,19.75,EQUITY,0.08,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"DOLE started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
OCSL,2025-03-16,2025-03-17,2025-05-01,2025-03-31,Oaktree Specialty Lending Corpo,1.6,15.36,15.42,10.38,328.36,EQUITY,0.47,Payout Ratio falls within the high risk (>75%).,Reflecting a -17.02% cut.,OCSL has just started to pay dividends.
EFXT,2025-03-09,2025-03-10,2025-05-05,2025-03-24,Enerflex Ltd,0.1,7.73,7.89,1.33,31.56,EQUITY,0.018,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,EFXT has just started to pay dividends.
ALEX,2025-03-13,2025-03-14,2025-04-23,2025-04-07,"Alexander & Baldwin, Inc.",0.9,17.23,17.52,5.14,101.42,EQUITY,0.225,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"ALEX started paying dividends 13 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 8.45%."
JKS,2024-08-14,2024-08-15,2025-04-28,2024-08-30,JinkoSolar Holding Company Limi,3.0,18.64,18.51,16.21,388.48,EQUITY,1.5,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,JKS has just started to pay dividends.
MFIC,2025-03-10,2025-03-11,2025-05-05,2025-03-27,MidCap Financial Investment Cor,1.52,12.86,12.85,11.83,119.69,EQUITY,0.38,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"MFIC started paying dividends 22 years ago, but there is no recorded dividend growth in the last 1 years."
LNN,2025-02-13,2025-02-14,2025-04-03,2025-02-28,Lindsay Corporation,1.44,126.52,127.59,1.13,22.83,EQUITY,0.36,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"LNN started paying dividends 30 years ago, and dividends have been growing for 23 years. Dividend Growth Rate for the last 5 years is 2.38%."
MRTN,2025-03-13,2025-03-14,2025-04-17,2025-03-28,"Marten Transport, Ltd.",0.24,13.72,13.795,1.74,72.73,EQUITY,0.06,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"MRTN started paying dividends 16 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 10.67%."
OUTKY,2025-04-06,2025-04-07,2025-05-08,2024-04-30,Outokumpu OYJ,0.07,0.0,1.9,3.74,37.84,EQUITY,0.141,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,OUTKY has just started to pay dividends.
FORTY,2025-04-29,2025-04-30,2025-05-20,2025-05-27,Formula Systems (1985) Ltd.,1.88,87.0,89.35,2.11,24.38,EQUITY,0.624,Payout Ratio falls within the low risk (<35%).,Reflecting a -2.24% cut.,FORTY has just started to pay dividends.
NSSC,2025-03-11,2025-03-12,2025-05-05,2025-04-03,"NAPCO Security Technologies, In",0.5,23.02,22.67,2.21,34.35,EQUITY,0.125,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NSSC started paying dividends 3 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 40.86%."
FLNG,2025-02-19,2025-02-20,2025-05-30,2025-03-05,FLEX LNG Ltd.,3.0,22.99,22.69,13.22,137.61,EQUITY,0.75,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,FLNG has just started to pay dividends.
CDRE,2025-01-30,2025-01-31,2025-05-05,2025-02-14,"Cadre Holdings, Inc.",0.38,29.61,29.29,1.3,38.89,EQUITY,0.095,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 7.37% increase.,"CDRE started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 4.39%."
JBGS,2024-12-29,2024-12-30,2025-04-28,2025-01-14,JBG SMITH Properties,0.7,16.11,15.94,4.39,101.09,EQUITY,0.175,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,JBGS has just started to pay dividends.
BUSE,2025-01-23,2025-01-24,2025-04-21,2025-01-31,First Busey Corporation,1.0,21.6,21.57,4.64,48.48,EQUITY,0.25,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 4.00% increase.,"BUSE started paying dividends 28 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 2.59%."
SCS,2025-04-06,2025-04-07,2025-06-18,2025-04-21,Steelcase Inc.,0.4,10.96,11.32,3.53,39.22,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,SCS has just started to pay dividends.
RES,2025-02-09,2025-02-10,2025-04-23,2025-03-10,"RPC, Inc.",0.16,5.5,5.58,2.87,37.21,EQUITY,0.04,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"RES started paying dividends 27 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 25.99%."
ELME,2025-03-18,2025-03-19,2025-04-29,2025-04-03,Elme Communities,0.72,17.4,17.19,4.19,196.72,EQUITY,0.18,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"ELME started paying dividends 39 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -11.99%."
PBI,2025-02-20,2025-02-21,2025-04-30,2025-03-24,Pitney Bowes Inc.,0.24,9.05,9.04,2.65,35.71,EQUITY,0.06,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 16.67% increase.,"PBI started paying dividends 54 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 3.71%."
CMRF,2025-03-27,2025-03-28,2025-05-12,2024-05-01,CIM REAL ESTATE FIN TR INC,0.34,0.0,3.5,9.7,122.33,EQUITY,0.0283,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,CMRF has just started to pay dividends.
HIMX,2024-06-27,2024-06-28,2025-05-07,2024-07-12,"Himax Technologies, Inc.",0.29,7.35,7.44,3.9,63.6,EQUITY,0.29,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,HIMX has just started to pay dividends.
BLX,2025-03-09,2025-03-10,2025-04-16,2025-03-25,Banco Latinoamericano de Comerc,2.5,36.6,36.8,6.79,35.71,EQUITY,0.5,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,BLX has just started to pay dividends.
BFS,2025-04-14,2025-04-15,2025-04-30,2025-04-30,"Saul Centers, Inc.",2.36,36.07,36.35,6.49,144.79,EQUITY,0.59,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"BFS started paying dividends 33 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 2.17%."
SAFE,2025-03-30,2025-03-31,2025-05-05,2025-04-15,Safehold Inc. New,0.71,18.72,18.29,3.87,47.84,EQUITY,0.177,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"SAFE started paying dividends 20 years ago, but there is no recorded dividend growth in the last 2 years."
SILA,2025-03-11,2025-03-12,2025-02-25,2025-03-26,"Sila Realty Trust, Inc.",1.6,26.71,26.67,6.0,106.64,EQUITY,0.4,Payout Ratio falls within the high risk (>75%).,Reflecting a 66.75% increase.,SILA has just started to pay dividends.
RBCAA,2025-03-20,2025-03-21,2025-04-23,2025-04-18,"Republic Bancorp, Inc.",1.8,63.82,63.75,2.83,31.25,EQUITY,0.451,Payout Ratio falls within the low risk (<35%).,Reflecting a 9.76% increase.,"RBCAA started paying dividends 28 years ago, and dividends have been growing for 22 years. Dividend Growth Rate for the last 5 years is 9.54%."
DCOM,2025-04-16,2025-04-17,2025-04-21,2025-04-24,"Dime Community Bancshares, Inc.",1.0,27.88,27.99,3.57,181.82,EQUITY,0.25,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"DCOM started paying dividends 26 years ago, and dividends have been growing for 21 years. Dividend Growth Rate for the last 5 years is 0.82%."
QCRH,2025-03-18,2025-03-19,2025-04-22,2025-04-03,"QCR Holdings, Inc.",0.24,71.32,71.81,0.33,3.58,EQUITY,0.06,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"QCRH started paying dividends 25 years ago, but there is no recorded dividend growth in the last 5 years."
USPH,2025-03-13,2025-03-14,2025-05-05,2025-04-11,"U.S. Physical Therapy, Inc.",1.8,72.36,72.38,2.49,95.65,EQUITY,0.45,Payout Ratio falls within the high risk (>75%).,Reflecting a 2.22% increase.,"USPH started paying dividends 15 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 5.15%."
TR,2025-03-04,2025-03-05,2025-04-22,2025-03-27,"Tootsie Roll Industries, Inc.",0.36,31.48,31.57,1.14,29.29,EQUITY,0.087,Payout Ratio falls within the low risk (<35%).,Reflecting a -0.44% cut.,TR has just started to pay dividends.
ATEN,2025-02-13,2025-02-14,2025-04-28,2025-03-03,"A10 Networks, Inc.",0.24,16.34,16.62,1.44,35.82,EQUITY,0.06,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ATEN started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 4.66%."
UVV,2025-04-13,2025-04-14,2025-04-02,2025-05-05,Universal Corporation,3.24,56.05,56.03,5.78,65.91,EQUITY,0.81,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"UVV started paying dividends 40 years ago, and dividends have been growing for 39 years. Dividend Growth Rate for the last 5 years is 1.28%."
UNIT,2024-06-13,2024-06-14,2025-05-01,2024-06-28,Uniti Group Inc.,0.6,5.04,5.22,10.12,78.95,EQUITY,0.15,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,UNIT has just started to pay dividends.
ANDE,2025-03-31,2025-04-01,2025-05-05,2025-04-22,"The Andersons, Inc.",0.78,42.735,43.37,1.8,23.04,EQUITY,0.195,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ANDE started paying dividends 30 years ago, and dividends have been growing for 29 years. Dividend Growth Rate for the last 5 years is 2.19%."
BTT,2025-03-13,2025-03-14,2025-04-01,2019-02-01,BlackRock Municipal 2030 Target,0.56,21.23,21.27,2.62,62.29,EQUITY,0.046,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"BTT started paying dividends 14 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is -9.37%."
WINA,2025-02-11,2025-02-12,2025-04-15,2025-03-03,Winmark Corporation,3.6,317.87,319.1,1.13,32.14,EQUITY,0.9,Payout Ratio falls within the low risk (<35%).,Reflecting a -833.33% cut.,WINA has just started to pay dividends.
NMM,2025-02-09,2025-02-10,2025-05-12,2025-02-13,Navios Maritime Partners LP,0.2,39.22,39.38,0.51,1.67,EQUITY,0.05,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,NMM has just started to pay dividends.
KW,2025-03-30,2025-03-31,2025-05-06,2025-04-04,Kennedy-Wilson Holdings Inc.,0.48,8.68,8.54,5.62,355.56,EQUITY,0.12,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"KW started paying dividends 15 years ago, but there is no recorded dividend growth in the last 1 years."
TNK,2025-03-02,2025-03-03,2025-05-09,2025-03-14,Teekay Tankers Ltd.,1.0,38.27,38.45,2.6,8.6,EQUITY,0.25,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,TNK has just started to pay dividends.
WABC,2025-02-02,2025-02-03,2025-04-16,2025-02-14,Westamerica Bancorporation,1.76,50.63,49.71,3.54,33.85,EQUITY,0.44,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"WABC started paying dividends 39 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 1.42%."
DSL,2023-10-10,2023-10-11,2025-06-04,2019-01-31,DoubleLine Income Solutions Fun,1.32,12.61,12.57,12.75,0.0,EQUITY,0.11,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"DSL started paying dividends 13 years ago, but there is no recorded dividend growth in the last 2 years."
SFL,2025-03-11,2025-03-12,2025-05-12,2025-03-28,SFL Corporation Ltd,1.08,8.2,8.22,13.14,105.94,EQUITY,0.27,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,SFL has just started to pay dividends.
WGO,2025-04-15,2025-04-16,2025-06-18,2025-04-30,"Winnebago Industries, Inc.",1.36,34.46,34.5,3.94,281.82,EQUITY,0.34,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"WGO started paying dividends 32 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 25.32%."
CARCY,2024-09-12,2024-09-13,2025-04-24,2024-08-01,China Resources Building Materi,0.1,0.0,6.258,1.6,78.21,EQUITY,0.077,Payout Ratio falls within the high risk (>75%).,Reflecting a 67.53% increase.,CARCY has just started to pay dividends.
SRCE,2025-02-03,2025-02-04,2025-04-23,2025-02-14,1st Source Corporation,1.44,59.81,59.87,2.41,26.12,EQUITY,0.36,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"SRCE started paying dividends 39 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 5.15%."
TILE,2025-03-27,2025-03-28,2025-05-01,2025-04-11,"Interface, Inc.",0.04,19.84,19.87,0.2,2.7,EQUITY,0.01,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TILE started paying dividends 35 years ago, but there is no recorded dividend growth in the last 5 years."
NAVI,2025-03-06,2025-03-07,2025-04-22,2025-03-21,Navient Corporation,0.64,12.63,12.62,5.07,54.24,EQUITY,0.16,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NAVI started paying dividends 12 years ago, but there is no recorded dividend growth in the last 5 years."
WLFC,2025-02-11,2025-02-12,2025-05-01,2025-02-21,Willis Lease Finance Corporatio,1.0,157.97,157.41,0.64,3.26,EQUITY,0.25,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,WLFC has just started to pay dividends.
STBA,2025-02-12,2025-02-13,2025-04-24,2025-02-27,"S&T Bancorp, Inc.",1.36,37.05,37.15,3.66,39.0,EQUITY,0.34,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"STBA started paying dividends 34 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 3.96%."
TCBK,2025-03-06,2025-03-07,2025-04-23,2025-03-21,TriCo Bancshares,1.32,39.97,39.68,3.33,38.15,EQUITY,0.33,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"TCBK started paying dividends 33 years ago, and dividends have been growing for 15 years. Dividend Growth Rate for the last 5 years is 8.45%."
PZZA,2025-02-09,2025-02-10,2025-05-08,2025-02-21,"Papa John's International, Inc.",1.84,41.08,41.57,4.43,72.44,EQUITY,0.46,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"PZZA started paying dividends 13 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 15.38%."
SCL,2025-03-02,2025-03-03,2025-04-28,2025-03-14,Stepan Company,1.54,55.04,54.19,2.84,68.64,EQUITY,0.385,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"SCL started paying dividends 39 years ago, and dividends have been growing for 38 years. Dividend Growth Rate for the last 5 years is 6.96%."
MCRI,2025-02-27,2025-02-28,2025-04-15,2025-03-15,"Monarch Casino & Resort, Inc.",1.2,77.75,78.7,1.52,31.25,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"MCRI started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
NRP,2025-03-10,2025-03-11,2025-05-05,2025-03-18,Natural Resource Partners LP Li,3.0,103.9,102.75,2.92,26.43,EQUITY,1.21,Payout Ratio falls within the low risk (<35%).,Reflecting a 38.02% increase.,"NRP started paying dividends 23 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 61.33%."
GSBD,2025-03-30,2025-03-31,2025-05-05,2025-04-28,"Goldman Sachs BDC, Inc.",1.28,11.63,11.67,10.97,327.27,EQUITY,0.48,Payout Ratio falls within the high risk (>75%).,Reflecting a 6.25% increase.,"GSBD started paying dividends 11 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 76.02%."
PX,2025-02-27,2025-02-28,2025-02-12,2025-03-20,"P10, Inc.",0.14,11.75,11.69,1.2,85.94,EQUITY,0.035,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"PX started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 5.27%."
LADR,2025-03-30,2025-03-31,2025-04-23,2025-04-15,Ladder Capital Corp,0.92,11.41,11.4,8.07,106.98,EQUITY,0.23,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"LADR started paying dividends 11 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 2.83%."
VBTX,2025-02-13,2025-02-14,2025-04-21,2025-02-28,"Veritex Holdings, Inc.",0.8,24.97,24.64,3.25,41.03,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"VBTX started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 3.30%."
ARIS,2025-03-12,2025-03-13,2025-05-07,2025-03-27,"Aris Water Solutions, Inc.",0.56,32.04,32.59,1.72,50.0,EQUITY,0.14,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 25.00% increase.,"ARIS started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 15.87%."
HOPE,2025-02-05,2025-02-06,2025-04-28,2025-02-20,"Hope Bancorp, Inc.",0.56,10.47,10.38,5.39,68.29,EQUITY,0.14,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"HOPE started paying dividends 22 years ago, but there is no recorded dividend growth in the last 5 years."
WT,2025-02-11,2025-02-12,2025-04-24,2025-02-26,"WisdomTree, Inc.",0.12,8.92,9.1,1.32,36.36,EQUITY,0.03,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"WT started paying dividends 12 years ago, but there is no recorded dividend growth in the last 5 years."
MMI,2025-03-11,2025-03-12,2025-05-06,2025-04-04,"Marcus & Millichap, Inc.",0.5,34.45,34.91,1.43,135.14,EQUITY,0.25,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"MMI started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
SASR,2025-02-11,2025-02-12,2025-04-21,2025-02-19,"Sandy Spring Bancorp, Inc.",1.36,27.6,27.95,4.86,309.09,EQUITY,0.34,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"SASR started paying dividends 31 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 2.53%."
SPNS,2024-08-27,2024-08-28,2025-05-05,2025-04-16,Sapiens International Corporati,0.6,27.09,27.51,2.18,44.19,EQUITY,0.29,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 3.45% increase.,SPNS has just started to pay dividends.
CSGS,2025-03-18,2025-03-19,2025-05-07,2025-04-02,"CSG Systems International, Inc.",1.28,60.47,60.66,2.11,39.6,EQUITY,0.32,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 6.25% increase.,"CSGS started paying dividends 13 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 6.37%."
KARO,2024-08-07,2024-08-08,2025-05-13,2024-08-14,Karooooo Ltd.,1.08,42.54,41.5,2.6,67.28,EQUITY,1.08,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,KARO has just started to pay dividends.
STEL,2025-03-16,2025-03-17,2025-04-24,2025-03-31,"Stellar Bancorp, Inc.",0.56,27.66,27.54,2.03,24.65,EQUITY,0.14,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"STEL started paying dividends 9 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 6.96%."
HLIO,2025-04-03,2025-04-04,2025-05-06,2025-04-22,"Helios Technologies, Inc.",0.36,32.09,31.25,1.15,30.77,EQUITY,0.09,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HLIO started paying dividends 29 years ago, but there is no recorded dividend growth in the last 5 years."
UMH,2025-02-17,2025-02-18,2025-05-01,2025-03-17,"UMH Properties, Inc.",0.86,18.7,18.69,4.6,2833.33,EQUITY,0.215,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"UMH started paying dividends 35 years ago, and dividends have been growing for 17 years. Dividend Growth Rate for the last 5 years is 3.62%."
SEI,2025-03-10,2025-03-11,2025-04-23,2025-03-21,"Solaris Energy Infrastructure, ",0.48,21.76,21.18,2.27,96.0,EQUITY,0.12,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"SEI started paying dividends 8 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 2.71%."
TROX,2025-03-02,2025-03-03,2025-04-30,2025-04-04,Tronox Holdings plc,0.5,7.04,6.77,7.39,15.58,EQUITY,0.125,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TROX started paying dividends 14 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 12.30%."
ADEA,2025-03-09,2025-03-10,2025-05-05,2025-03-31,Adeia Inc.,0.2,13.22,13.42,1.49,35.09,EQUITY,0.05,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ADEA started paying dividends 14 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -24.21%."
WS,2025-06-12,2025-06-13,2025-06-24,2025-06-27,"Worthington Steel, Inc.",0.64,25.33,25.38,2.52,29.77,EQUITY,0.16,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,WS has just started to pay dividends.
VET,2025-03-30,2025-03-31,2025-04-29,2025-04-15,Vermilion Energy Inc.,0.36,8.1,8.04,4.52,6.62,EQUITY,0.089,Payout Ratio falls within the low risk (<35%).,Reflecting a 1.12% increase.,VET has just started to pay dividends.
DHT,2025-02-17,2025-02-18,2025-05-15,2025-02-25,"DHT Holdings, Inc.",0.68,10.5,10.56,6.44,89.29,EQUITY,0.27,Payout Ratio falls within the high risk (>75%).,Reflecting a -7.41% cut.,DHT has just started to pay dividends.
SUPV,2024-05-22,2024-05-23,2025-05-20,2024-05-31,Grupo Supervielle S.A.,0.17,13.06,13.23,1.28,10.68,EQUITY,0.17,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,SUPV has just started to pay dividends.
VRTS,2025-04-29,2025-04-30,2025-04-24,2025-05-14,"Virtus Investment Partners, Inc",9.0,172.36,174.02,5.17,47.07,EQUITY,2.25,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"VRTS started paying dividends 12 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 27.42%."
TNC,2025-02-27,2025-02-28,2025-05-01,2025-03-14,Tennant Company,1.18,79.75,80.3,1.47,25.91,EQUITY,0.295,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TNC started paying dividends 39 years ago, and dividends have been growing for 38 years. Dividend Growth Rate for the last 5 years is 6.04%."
RLJ,2025-03-30,2025-03-31,2025-05-05,2025-04-15,RLJ Lodging Trust,0.6,7.89,7.98,7.52,185.19,EQUITY,0.15,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"RLJ started paying dividends 15 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 71.88%."
MLKN,2025-02-27,2025-02-28,2025-06-24,2025-04-15,"MillerKnoll, Inc.",0.75,19.14,19.2,3.91,174.42,EQUITY,0.188,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"MLKN started paying dividends 40 years ago, but there is no recorded dividend growth in the last 5 years."
LTC,2025-03-20,2025-03-21,2025-04-28,2025-03-31,"LTC Properties, Inc.",2.28,35.45,35.55,6.41,111.76,EQUITY,0.19,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"LTC started paying dividends 33 years ago, but there is no recorded dividend growth in the last 5 years."
KLG,2025-02-27,2025-02-28,2025-05-05,2025-03-14,WK Kellogg Co,0.66,19.93,20.15,3.28,78.05,EQUITY,0.165,Payout Ratio falls within the high risk (>75%).,Reflecting a 3.03% increase.,"KLG started paying dividends 3 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 1.55%."
NIC,2025-03-09,2025-03-10,2025-04-14,2025-03-17,Nicolet Bankshares Inc.,1.12,108.96,109.31,1.02,13.54,EQUITY,0.28,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NIC started paying dividends 3 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 5.83%."
ARCO,2025-06-23,2025-06-24,2025-05-13,2025-12-26,Arcos Dorados Holdings Inc.,0.24,8.06,8.23,2.92,33.8,EQUITY,0.06,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ARCO started paying dividends 11 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 9.54%."
KRP,2025-03-17,2025-03-18,2025-05-08,2025-03-25,Kimbell Royalty Partners,1.6,14.0,14.22,11.25,362.75,EQUITY,0.4,Payout Ratio falls within the high risk (>75%).,Reflecting a -2.50% cut.,KRP has just started to pay dividends.
APOG,2025-01-27,2025-01-28,2025-04-16,2025-02-12,"Apogee Enterprises, Inc.",1.04,46.33,46.7,2.23,22.37,EQUITY,0.26,Payout Ratio falls within the low risk (<35%).,Reflecting a 3.85% increase.,"APOG started paying dividends 39 years ago, and dividends have been growing for 38 years. Dividend Growth Rate for the last 5 years is 6.70%."
UPBD,2025-04-01,2025-04-02,2025-04-30,2025-04-22,"Upbound Group, Inc.",1.56,23.96,24.2,6.45,67.87,EQUITY,0.39,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 5.13% increase.,UPBD has just started to pay dividends.
KSS,2025-03-20,2025-03-21,2025-05-28,2025-04-02,Kohl's Corporation,0.5,8.18,8.26,6.05,204.08,EQUITY,0.125,Payout Ratio falls within the high risk (>75%).,Reflecting a -300.00% cut.,KSS has just started to pay dividends.
CMRE,2025-01-20,2025-01-21,2025-05-10,2025-02-06,Costamare Inc.,0.46,9.84,10.27,4.48,18.85,EQUITY,0.115,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,CMRE has just started to pay dividends.
FDP,2025-03-09,2025-03-10,2025-04-30,2025-03-28,"Fresh Del Monte Produce, Inc.",1.2,30.83,31.07,3.86,33.78,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,Reflecting a 16.67% increase.,"FDP started paying dividends 21 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 43.10%."
CTS,2025-03-27,2025-03-28,2025-04-29,2025-04-25,CTS Corporation,0.16,41.55,41.09,0.39,8.47,EQUITY,0.04,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CTS started paying dividends 40 years ago, but there is no recorded dividend growth in the last 5 years."
LUCK,2025-02-20,2025-02-21,2025-05-05,2025-03-07,LUCKY STRIKE ENTERTAINMENT CORP,0.22,9.76,9.79,2.25,9.65,EQUITY,0.055,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,LUCK has just started to pay dividends.
