Symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,trailingAnnualDividendRate,trailingAnnualDividendYield,AnnualRate,message,DividendDate,ExDividendDate,EarningsDate,payoutdate,buy_date,hist,insight
SCS,Steelcase Inc.,0.1,0.1,12.32,12.53,319.0,41.669998,EQUITY,0.4,0.032467533,0.4,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-12,2024-12-30,2025-03-18,2025-01-13,2024-12-29,This is line with previous dividend., SCS first paid dividend 27 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
RES,"RPC, Inc.",0.04,0.04,5.91,5.67,282.0,37.21,EQUITY,0.16,0.027072757,0.16,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-09,2025-02-10,2025-04-23,2025-03-10,2025-02-09,This is line with previous dividend., RES first paid dividend 27 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
ELME,Elme Communities,0.18,0.18,16.92,17.44,413.0,196.72,EQUITY,0.72,0.042553194,0.72,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-02,2025-03-19,2025-04-29,2025-04-03,2025-03-18,This is line with previous dividend., ELME first paid dividend 38 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 1.92%
PBI,Pitney Bowes Inc.,0.06,0.06,10.61,10.71,224.00000000000003,35.709998,EQUITY,0.2,0.018850142,0.24,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-23,2025-02-21,2025-04-30,2025-03-24,2025-02-20,This is line with previous dividend., PBI first paid dividend 54 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 20.00%
CMRF,CIM REAL ESTATE FIN TR INC,0.085,0.0283,0.0,3.03,1115.0,122.33000000000001,EQUITY,0.448,0.15448275,0.34,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-04-30,2025-02-26,2025-03-26,2024-05-01,2025-02-25,Reflecting a 200.35335689045942% increase., CMRF first paid dividend 3 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
HIMX,"Himax Technologies, Inc.",0.0725,0.29,10.04,9.63,301.0,63.6,EQUITY,0.0,0.0,0.29,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-07-11,2024-06-28,2025-05-07,2024-07-12,2024-06-27,Reflecting a 0.25% cut., HIMX first paid dividend 16 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
BLX,Banco Latinoamericano de Comerc,0.5,0.5,38.29,38.42,521.0,31.990000000000002,EQUITY,2.0,0.05223296,2.0,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-11-25,2024-11-08,2025-02-27,2024-11-26,2024-11-07,This is line with previous dividend., BLX first paid dividend 30 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 41.42%
BFS,"Saul Centers, Inc.",0.59,0.59,36.12,36.97,638.0,126.88,EQUITY,2.36,0.06533776,2.36,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-30,2025-01-15,2025-02-26,2025-01-31,2025-01-14,This is line with previous dividend., BFS first paid dividend 33 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 2.72%
SAFE,Safehold Inc. New,0.1775,0.177,17.39,17.99,394.0,47.839999999999996,EQUITY,0.708,0.040713057,0.71,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-14,2024-12-30,2025-05-05,2025-01-15,2024-12-29,Reflecting a 0.28248587570620654% increase., SAFE first paid dividend 19 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
SILA,"Sila Realty Trust, Inc.",0.4,0.133,24.14,24.5,653.0,144.11,EQUITY,0.0,0.0,1.6,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-12-12,2024-11-29,2025-02-25,2024-12-13,2024-11-28,Reflecting a 200.7518796992481% increase., SILA first paid dividend 1 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
RBCAA,"Republic Bancorp, Inc.",0.45,0.407,65.18,66.62,271.0,31.25,EQUITY,1.628,0.024976987,1.8,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-17,2025-03-21,2025-04-23,2025-04-18,2025-03-20,Reflecting a 10.56511056511058% increase., RBCAA first paid dividend 27 years ago but dividends are growing only for 21 years. Dividend Growth Rate for last 5 years is 7.31%
DCOM,"Dime Community Bancshares, Inc.",0.25,0.25,30.46,30.66,326.0,181.82001,EQUITY,1.0,0.03282994,1.0,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-23,2025-01-17,2025-04-21,2025-01-24,2025-01-16,This is line with previous dividend., DCOM first paid dividend 26 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
QCRH,"QCR Holdings, Inc.",0.06,0.06,76.1,75.72,32.0,3.58,EQUITY,0.24,0.003153745,0.24,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-01-02,2025-03-19,2025-04-21,2025-01-03,2025-03-18,This is line with previous dividend., QCRH first paid dividend 24 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
USPH,"U.S. Physical Therapy, Inc.",0.44,0.44,86.0,88.08,200.0,198.85999999999999,EQUITY,1.75,0.020348838,1.76,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-12-05,2024-11-15,2025-02-26,2024-12-06,2024-11-14,This is line with previous dividend., USPH first paid dividend 14 years ago but dividends are growing only for 14 years. Dividend Growth Rate for last 5 years is 6.58%
TR,"Tootsie Roll Industries, Inc.",0.09,0.09,31.19,31.97,112.99999999999999,29.29,EQUITY,0.357,0.011445976,0.36,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-26,2025-03-05,2025-04-22,2025-03-27,2025-03-04,This is line with previous dividend., TR first paid dividend 39 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 3.45%
ATEN,"A10 Networks, Inc.",0.06,0.06,20.16,20.12,119.0,35.819998,EQUITY,0.24,0.011904762,0.24,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-02,2025-02-14,2025-04-28,2025-03-03,2025-02-13,This is line with previous dividend., ATEN first paid dividend 5 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
UVV,Universal Corporation,0.81,0.81,53.12,53.78,602.0,65.910006,EQUITY,3.21,0.06042922,3.24,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-05-04,2025-04-14,2025-02-26,2025-05-05,2025-04-13,This is line with previous dividend., UVV first paid dividend 40 years ago but dividends are growing only for 39 years. Dividend Growth Rate for last 5 years is 1.28%
UNIT,Uniti Group Inc.,0.15,0.15,5.77,5.9,1011.9999999999999,78.95,EQUITY,0.3,0.05199307,0.6,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-06-27,2024-06-14,2025-05-01,2024-06-28,2024-06-13,This is line with previous dividend., UNIT first paid dividend 10 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
ANDE,"The Andersons, Inc.",0.195,0.195,44.88,44.13,174.0,23.040001,EQUITY,0.76,0.016934047,0.78,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-21,2025-04-01,2025-05-05,2025-04-22,2025-03-31,This is line with previous dividend., ANDE first paid dividend 30 years ago but dividends are growing only for 27 years. Dividend Growth Rate for last 5 years is 2.19%
BTT,BlackRock Municipal 2030 Target,0.14,0.046,21.32,21.39,260.0,62.29,EQUITY,0.577,0.02706379,0.56,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2019-01-31,2025-02-14,2025-04-01,2019-02-01,2025-02-13,Reflecting a 204.34782608695653% increase., BTT first paid dividend 14 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
WINA,Winmark Corporation,0.9,0.9,332.38,338.58,106.0,32.14,EQUITY,3.5,0.010530116,3.6,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-02,2025-02-12,2025-04-15,2025-03-03,2025-02-11,This is line with previous dividend., WINA first paid dividend 16 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
NMM,Navios Maritime Partners LP,0.05,0.05,43.23,42.49,47.0,1.52,EQUITY,0.2,0.004626417,0.2,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-12,2025-02-10,2025-05-12,2025-02-13,2025-02-09,This is line with previous dividend., NMM first paid dividend 15 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
KW,Kennedy-Wilson Holdings Inc.,0.12,0.12,9.0,9.29,517.0,355.56,EQUITY,0.72,0.080000006,0.48,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-01,2024-12-31,2025-02-26,2025-01-02,2024-12-30,This is line with previous dividend., KW first paid dividend 14 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -50.00%
TNK,Teekay Tankers Ltd.,0.25,0.25,41.27,40.1,249.00000000000003,8.6,EQUITY,1.0,0.024230676,1.0,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-13,2025-03-03,2025-02-19,2025-03-14,2025-03-02,This is line with previous dividend., TNK first paid dividend 13 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
WABC,Westamerica Bancorporation,0.44,0.44,49.41,49.89,353.0,33.85,EQUITY,1.76,0.03562032,1.76,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-13,2025-02-03,2025-04-16,2025-02-14,2025-02-02,This is line with previous dividend., WABC first paid dividend 39 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 1.42%
SFL,SFL Corporation Ltd,0.27,0.27,9.36,9.11,1186.0,105.94001,EQUITY,1.08,0.11538462,1.08,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-27,2025-03-12,2025-05-12,2025-03-28,2025-03-11,This is line with previous dividend., SFL first paid dividend 21 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 15.83%
WGO,"Winnebago Industries, Inc.",0.34,0.34,42.45,43.67,311.0,281.82,EQUITY,1.27,0.02991755,1.36,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-28,2025-01-15,2025-03-19,2025-01-29,2025-01-14,This is line with previous dividend., WGO first paid dividend 32 years ago but dividends are growing only for 10 years. Dividend Growth Rate for last 5 years is 25.32%
ETG,Eaton Vance Tax-Advantaged Glob,0.3875,0.129,18.87,18.81,834.0,39.180002,EQUITY,1.406,0.0745098,1.55,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2019-01-30,2024-06-21,2024-12-26,2019-01-31,2024-06-20,Reflecting a 200.3875968992248% increase., ETG first paid dividend 22 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
CARCY,China Resources Building Materi,0.025,0.077,7.04,6.05,165.0,121.16001,EQUITY,0.023,0.0032670454,0.1,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-07-31,2024-09-13,2025-03-13,2024-08-01,2024-09-12,Reflecting a 0.3246753246753247% cut., CARCY first paid dividend 4 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 208.00%
SRCE,1st Source Corporation,0.36,0.36,64.3,64.94,222.00000000000003,26.119999999999997,EQUITY,1.42,0.02208398,1.44,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-13,2025-02-04,2025-04-23,2025-02-14,2025-02-03,This is line with previous dividend., SRCE first paid dividend 39 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 6.07%
TILE,"Interface, Inc.",0.01,0.01,21.31,18.87,19.0,2.78,EQUITY,0.0,0.0,0.04,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-12,2024-11-29,2025-05-01,2024-12-13,2024-11-28,This is line with previous dividend., TILE first paid dividend 34 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
NAVI,Navient Corporation,0.16,0.16,13.99,14.02,455.99999999999994,54.24,EQUITY,0.64,0.045746963,0.64,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-19,2025-03-07,2025-04-22,2024-12-20,2025-03-06,This is line with previous dividend., NAVI first paid dividend 11 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
WLFC,Willis Lease Finance Corporatio,0.25,0.25,184.21,189.17,53.0,1.77,EQUITY,0.25,0.0013571467,1.0,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-20,2025-02-12,2025-03-10,2025-02-21,2025-02-11,This is line with previous dividend., WLFC first paid dividend 2 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
HYT,Blackrock Corporate High Yield ,0.2325,0.078,9.78,9.8,953.9999999999999,81.28999999999999,EQUITY,0.935,0.09560327,0.93,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 198.0769230769231% increase., HYT first paid dividend 23 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 0.00%
STBA,"S&T Bancorp, Inc.",0.34,0.34,39.16,39.72,342.0,39.0,EQUITY,1.34,0.03421859,1.36,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-26,2025-02-13,2025-04-16,2025-02-27,2025-02-12,This is line with previous dividend., STBA first paid dividend 34 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 4.97%
TCBK,TriCo Bancshares,0.33,0.33,43.63,43.66,302.0,38.15,EQUITY,1.32,0.030254412,1.32,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-19,2025-03-07,2025-04-23,2024-12-20,2025-03-06,This is line with previous dividend., TCBK first paid dividend 32 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 4.88%
PZZA,"Papa John's International, Inc.",0.46,0.46,48.73,49.81,369.0,63.67,EQUITY,1.84,0.03775908,1.84,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-20,2025-02-10,2025-02-27,2025-02-21,2025-02-09,This is line with previous dividend., PZZA first paid dividend 13 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
SCL,Stepan Company,0.385,0.385,62.47,63.37,243.00000000000003,68.64,EQUITY,1.51,0.024171602,1.54,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-13,2025-03-03,2025-04-28,2025-03-14,2025-03-02,This is line with previous dividend., SCL first paid dividend 38 years ago but dividends are growing only for 38 years. Dividend Growth Rate for last 5 years is 6.96%
MCRI,"Monarch Casino & Resort, Inc.",0.3,0.3,90.22,90.61,132.0,24.190001,EQUITY,1.2,0.01330082,1.2,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-14,2025-02-28,2025-04-15,2025-03-15,2025-02-27,This is line with previous dividend., MCRI first paid dividend 2 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
NRP,Natural Resource Partners LP Li,0.75,0.75,98.4,100.32,299.0,24.169999999999998,EQUITY,3.0,0.030487804,3.0,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-24,2025-02-18,2025-02-28,2025-02-25,2025-02-17,This is line with previous dividend., NRP first paid dividend 23 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
GSBD,"Goldman Sachs BDC, Inc.",0.45,0.45,13.17,13.14,1370.0,264.71,EQUITY,1.8,0.13667426,1.8,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-26,2024-12-31,2025-02-27,2025-01-27,2024-12-30,This is line with previous dividend., GSBD first paid dividend 10 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
PX,"P10, Inc.",0.035,0.035,12.68,12.64,110.00000000000001,122.73,EQUITY,0.138,0.01088328,0.14,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-19,2025-02-28,2025-02-12,2025-03-20,2025-02-27,This is line with previous dividend., PX first paid dividend 3 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 8.01%
LADR,Ladder Capital Corp,0.23,0.23,11.6,11.66,789.0,106.98,EQUITY,0.92,0.07931034,0.92,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-14,2024-12-31,2025-04-23,2025-01-15,2024-12-30,This is line with previous dividend., LADR first paid dividend 10 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 4.77%
VBTX,"Veritex Holdings, Inc.",0.2,0.2,25.79,25.8,310.0,41.03,EQUITY,0.8,0.031019775,0.8,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-27,2025-02-14,2025-04-21,2025-02-28,2025-02-13,This is line with previous dividend., VBTX first paid dividend 7 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 4.15%
ARIS,"Aris Water Solutions, Inc.",0.105,0.105,26.5,25.81,158.0,48.150003000000005,EQUITY,0.39,0.014716981,0.42,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-18,2024-12-05,2025-02-26,2024-12-19,2024-12-04,This is line with previous dividend., ARIS first paid dividend 3 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 16.67%
HOPE,"Hope Bancorp, Inc.",0.14,0.14,10.77,10.85,516.0,68.28999999999999,EQUITY,0.56,0.051996283,0.56,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-19,2025-02-06,2025-04-28,2025-02-20,2025-02-05,This is line with previous dividend., HOPE first paid dividend 22 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 0.00%
BXMX,Nuveen S&P 500 Buy-Write Income,0.2725,0.273,14.04,13.92,783.0,47.54,EQUITY,0.946,0.067378916,1.09,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 0.9981684981684982% cut., BXMX first paid dividend 21 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 6.15%
SSRM,SSR Mining Inc.,0.07,0.07,10.47,10.25,491.0,0.0,EQUITY,0.0,0.0,0.28,"Payout Ratio falls within the ""high risk"" range (>75%).",2023-12-10,2023-11-10,2025-05-06,2023-12-11,2023-11-09,This is line with previous dividend., SSRM first paid dividend 3 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 0.00%
WT,"WisdomTree, Inc.",0.03,0.03,9.27,9.16,131.0,36.360002,EQUITY,0.12,0.012944983,0.12,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-25,2025-02-12,2025-04-24,2025-02-26,2025-02-11,This is line with previous dividend., WT first paid dividend 12 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
MMI,"Marcus & Millichap, Inc.",0.125,0.25,37.32,38.38,130.0,135.14,EQUITY,0.5,0.013397642,0.5,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-03,2025-03-12,2025-05-06,2025-04-04,2025-03-11,Reflecting a 0.5% cut., MMI first paid dividend 3 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
SASR,"Sandy Spring Bancorp, Inc.",0.34,0.34,31.55,31.62,430.0,309.09,EQUITY,1.36,0.043106183,1.36,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-18,2025-02-12,2025-04-21,2025-02-19,2025-02-11,This is line with previous dividend., SASR first paid dividend 31 years ago but dividends are growing only for 15 years. Dividend Growth Rate for last 5 years is 2.53%
SPNS,Sapiens International Corporati,0.145,0.29,27.72,27.9,208.0,44.189999,EQUITY,0.0,0.0,0.58,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-09-11,2024-08-28,2025-05-05,2024-09-12,2024-08-27,Reflecting a 0.5% cut., SPNS first paid dividend 11 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is -14.87%
CSGS,"CSG Systems International, Inc.",0.32,0.3,66.14,66.73,193.0,39.6,EQUITY,1.2,0.018143333,1.28,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-04-01,2025-03-19,2025-04-29,2025-04-02,2025-03-18,Reflecting a 6.666666666666665% increase., CSGS first paid dividend 12 years ago but dividends are growing only for 11 years. Dividend Growth Rate for last 5 years is 5.01%
KARO,Karooooo Ltd.,0.27,1.08,46.33,45.13,233.0,67.28,EQUITY,19.546,0.42188644,1.08,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-08-13,2024-08-08,2025-05-13,2024-08-14,2024-08-07,Reflecting a 0.25% cut., KARO first paid dividend 3 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 21.64%
STEL,"Stellar Bancorp, Inc.",0.14,0.14,28.49,28.75,195.0,24.09,EQUITY,0.53,0.018603018,0.56,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-30,2024-12-13,2025-04-24,2024-12-31,2024-12-12,This is line with previous dividend., STEL first paid dividend 8 years ago but dividends are growing only for 7 years. Dividend Growth Rate for last 5 years is 6.96%
HLIO,"Helios Technologies, Inc.",0.09,0.09,38.81,41.58,87.0,30.769999999999996,EQUITY,0.36,0.00927596,0.36,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-01-19,2025-01-03,2025-05-06,2025-01-20,2025-01-02,This is line with previous dividend., HLIO first paid dividend 29 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
UMH,"UMH Properties, Inc.",0.215,0.215,18.0,18.33,469.00000000000006,646.15,EQUITY,0.84,0.046666667,0.86,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-16,2025-02-18,2025-02-26,2025-03-17,2025-02-17,This is line with previous dividend., UMH first paid dividend 35 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
SEI,"Solaris Energy Infrastructure, ",0.12,0.12,33.81,32.45,148.0,96.0,EQUITY,0.48,0.014196983,0.48,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-20,2025-03-11,2025-04-23,2025-03-21,2025-03-10,This is line with previous dividend., SEI first paid dividend 7 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
TROX,Tronox Holdings plc,0.125,0.125,7.99,7.86,636.0,15.58,EQUITY,0.5,0.06257822,0.5,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-03,2025-03-03,2025-04-29,2025-04-04,2025-03-02,This is line with previous dividend., TROX first paid dividend 13 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
BDJ,Blackrock Enhanced Equity Divid,0.185,0.062,8.82,8.85,839.0,65.480006,EQUITY,0.729,0.08265306,0.74,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 198.38709677419354% increase., BDJ first paid dividend 21 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 10.71%
ADEA,Adeia Inc.,0.05,0.05,17.04,16.34,122.0,35.089999999999996,EQUITY,0.2,0.011737089,0.2,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-30,2025-03-10,2025-05-05,2025-03-31,2025-03-09,This is line with previous dividend., ADEA first paid dividend 13 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
WS,"Worthington Steel, Inc.",0.16,0.16,28.1,27.88,229.99999999999997,16.66,EQUITY,0.64,0.022775799,0.64,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-27,2025-03-14,2025-03-19,2025-03-28,2025-03-13,This is line with previous dividend., WS first paid dividend 1 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
VET,Vermilion Energy Inc.,0.0825,0.089,8.81,8.57,390.0,6.6199996,EQUITY,0.46,0.052213393,0.33,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-01-14,2024-12-31,2025-03-04,2025-01-15,2024-12-30,Reflecting a 0.9269662921348315% cut., VET first paid dividend 14 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 9.67%
DHT,"DHT Holdings, Inc.",0.17,0.27,10.73,10.58,643.0,89.29,EQUITY,0.95,0.088536814,0.68,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-24,2025-02-18,2025-02-05,2025-02-25,2025-02-17,Reflecting a 0.6296296296296297% cut., DHT first paid dividend 19 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -6.90%
SUPV,Grupo Supervielle S.A.,0.0425,0.17,13.91,13.66,124.0,16.09,EQUITY,44.036,3.16578,0.17,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-05-30,2024-05-23,2025-03-10,2024-05-31,2024-05-22,Reflecting a 0.25% cut., SUPV first paid dividend 7 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
VRTS,"Virtus Investment Partners, Inc",2.25,2.25,180.82,180.31,499.0,47.07,EQUITY,8.3,0.045902003,9.0,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-11,2025-01-31,2025-04-24,2025-02-12,2025-01-30,This is line with previous dividend., VRTS first paid dividend 12 years ago but dividends are growing only for 7 years. Dividend Growth Rate for last 5 years is 27.42%
TNC,Tennant Company,0.295,0.295,87.32,87.61,135.0,25.91,EQUITY,1.135,0.012998167,1.18,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-13,2025-02-28,2025-05-01,2025-03-14,2025-02-27,This is line with previous dividend., TNC first paid dividend 38 years ago but dividends are growing only for 11 years. Dividend Growth Rate for last 5 years is 6.04%
RLJ,RLJ Lodging Trust,0.15,0.15,9.28,9.18,654.0,155.17000000000002,EQUITY,0.45,0.04849138,0.6,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-14,2024-12-31,2025-04-29,2025-01-15,2024-12-30,This is line with previous dividend., RLJ first paid dividend 14 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 146.62%
MLKN,"MillerKnoll, Inc.",0.1875,0.188,21.94,22.44,334.0,82.42,EQUITY,0.75,0.03418414,0.75,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-14,2025-02-28,2025-03-25,2025-04-15,2025-02-27,Reflecting a 0.9973404255319149% cut., MLKN first paid dividend 39 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
LTC,"LTC Properties, Inc.",0.57,0.19,34.87,34.6,659.0,111.75999999999999,EQUITY,0.0,0.0,2.28,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-30,2025-03-21,2025-04-28,2025-03-31,2025-03-20,Reflecting a 199.99999999999994% increase., LTC first paid dividend 33 years ago but dividends are growing only for 13 years. Dividend Growth Rate for last 5 years is 0.00%
KLG,WK Kellogg Co,0.165,0.16,19.85,20.29,325.0,78.050005,EQUITY,0.64,0.032241814,0.66,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-13,2025-02-28,2025-05-05,2025-03-14,2025-02-27,Reflecting a 3.125% increase., KLG first paid dividend 2 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
BMEZ,BlackRock Health Sciences Trust,0.28,0.177,15.85,15.79,810.0,316.36,EQUITY,0.0,0.0,1.12,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 58.19209039548026% increase., BMEZ first paid dividend 6 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
NIC,Nicolet Bankshares Inc.,0.28,0.28,116.11,117.88,95.0,13.54,EQUITY,1.09,0.00938765,1.12,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-15,2025-03-10,2025-04-14,2024-12-16,2025-03-09,This is line with previous dividend., NIC first paid dividend 2 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 12.00%
