symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|dividend|date|message|Ex-Dividend Date|Dividend Date|Earnings Date|payoutdate|buy_date|hist|insight
ORC| Orchid Island Capital  Inc. |1.44|7.95|7.66|18.8|252.63|EQUITY|0.12|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-28|2025-04-23|2025-04-29|2025-03-30| This is line with previous dividend. | ORC dividend growth is zero. 
FSBC| Five Star Bancorp |0.8|28.36|27.77|2.88|35.4|EQUITY|0.2|2025-02-03| Payout Ratio falls within the  high risk  range (>75%). |2025-02-03|2025-02-09|2025-04-28|2025-02-10|2025-02-02| This is line with previous dividend. |  FSBC first paid dividend 5 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 0.00% 
PDT| John Hancock Premium Dividend F |0.99|12.92|12.99|7.62|24.75|EQUITY|0.083|2025-03-13| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | PDT dividend growth is zero. 
CMTG| Claros Mortgage Trust  Inc. |0.4|3.91|3.74|11.7|6200.0|EQUITY|0.1|2024-09-30| Payout Ratio falls within the  high risk  range (>75%). |2024-09-30|2024-10-14|2025-05-05|2024-10-15|2024-09-29| This is line with previous dividend. | CMTG dividend growth is zero. 
ETJ| Eaton Vance Risk-Managed Divers |0.69|8.58|8.48|8.98|72.58|EQUITY|0.065|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. | ETJ dividend growth is zero. 
PLPC| Preformed Line Products Company |0.8|145.78|142.72|0.56|10.67|EQUITY|0.2|2025-01-07| Payout Ratio falls within the  low risk  range (<35%). |2025-04-01|2025-04-20|2025-04-29|2025-04-21|2025-03-31| This is line with previous dividend. | PLPC dividend growth is zero. 
TRST| TrustCo Bank Corp NY |1.44|30.97|30.5|4.72|56.03|EQUITY|0.36|2025-03-07| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-07|2025-03-31|2025-04-21|2025-04-01|2025-03-06| This is line with previous dividend. |  TRST first paid dividend 40 years ago but dividends are growing only for 15 years. Dividend Growth Rate for last 5 years is 1.15% 
SPTN| SpartanNash Company |0.88|20.05|20.03|4.39|8700.0|EQUITY|0.22|2025-03-21| Payout Ratio falls within the  high risk  range (>75%). |2025-03-21|2025-04-01|2025-05-28|2025-04-02|2025-03-20| This is line with previous dividend. |  SPTN first paid dividend 20 years ago but dividends are growing only for 14 years. Dividend Growth Rate for last 5 years is 2.65% 
CION| CION Investment Corporation |1.44|10.48|10.45|13.78|233.33|EQUITY|0.36|2025-03-28| Payout Ratio falls within the  high risk  range (>75%). |2025-03-28|2025-04-10|2025-05-07|2025-04-11|2025-03-27| This is line with previous dividend. |  CION first paid dividend 5 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00% 
IFN| India Fund  Inc. (The) |1.9|15.8|15.69|12.11|58.99|EQUITY|0.46|2025-02-21| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-21|2019-01-09|2025-03-10|2019-01-10|2025-02-20| This is line with previous dividend. | IFN dividend growth is zero. 
GNK| Genco Shipping & Trading Limite |1.2|13.16|13.36|8.98|89.71|EQUITY|0.3|2025-03-11| Payout Ratio falls within the  high risk  range (>75%). |2025-03-11|2025-03-17|2025-05-06|2025-03-18|2025-03-10| This is line with previous dividend. | GNK dividend growth is zero. 
FAX| 592314 |1.98|15.64|15.67|12.64|73.33|EQUITY|0.165|2025-03-25| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-25|2019-01-30|2025-01-10|2019-01-31|2025-03-24| This is line with previous dividend. | FAX dividend growth is zero. 
VVR| Invesco Senior Income Trust  (D |0.46|3.68|3.69|12.36|132.31|EQUITY|0.038|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | VVR dividend growth is zero. 
NKX| Nuveen California AMT-Free Qual |0.91|12.7|12.63|7.29|61.59|EQUITY|0.076|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. | NKX dividend growth is zero. 
BBW| Build-A-Bear Workshop  Inc. |0.88|38.32|36.15|2.43|21.05|EQUITY|0.22|2025-03-27| Payout Ratio falls within the  low risk  range (<35%). |2025-03-27|2025-04-09|2025-05-19|2025-04-10|2025-03-26| This is line with previous dividend. |  BBW first paid dividend 4 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 10.00% 
CCBG| Capital City Bank Group |0.96|36.61|35.85|2.68|28.21|EQUITY|0.24|2025-03-10| Payout Ratio falls within the  low risk  range (<35%). |2025-03-10|2025-03-23|2025-04-21|2025-03-24|2025-03-09| This is line with previous dividend. |  CCBG first paid dividend 30 years ago but dividends are growing only for 11 years. Dividend Growth Rate for last 5 years is 11.38% 
CAC| Camden National Corporation |1.68|41.45|40.61|4.14|46.41|EQUITY|0.42|2025-01-15| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-15|2025-04-29|2025-04-28|2025-04-30|2025-04-14| This is line with previous dividend. |  CAC first paid dividend 29 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 3.93% 
MATV| Mativ Holdings  Inc. |0.4|6.59|6.39|6.26|120.28|EQUITY|0.1|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2025-03-27|2025-05-06|2025-03-28|2025-03-13| This is line with previous dividend. | MATV dividend growth is zero. 
GGN| GAMCO Global Gold  Natural Reso |0.36|4.35|4.34|8.29|124.14|EQUITY|0.03|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |2025-04-15|2019-03-21|2025-03-06|2019-03-22|2025-04-14| This is line with previous dividend. | GGN dividend growth is zero. 
MUJ| Blackrock MuniHoldings New Jers |0.65|11.2|11.212|5.78|95.34|EQUITY|0.054|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | MUJ dividend growth is zero. 
KRT| Karat Packaging Inc. |1.8|27.66|27.25|6.61|93.96|EQUITY|0.45|2025-02-24| Payout Ratio falls within the  high risk  range (>75%). |2025-02-24|2025-02-27|2025-05-07|2025-02-28|2025-02-23| This is line with previous dividend. |  KRT first paid dividend 4 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 28.57% 
EMO| ClearBridge Energy Midstream Op |2.6|49.35|49.3|8.28||EQUITY|0.36|2025-03-24| Payout Ratio falls within the  high risk  range (>75%). |2023-08-23|2019-02-27|2025-01-28|2019-02-28|2023-08-22| This is line with previous dividend. | EMO dividend growth is zero. 
SCHL| Scholastic Corporation |0.8|18.65|18.67|4.28|135.59|EQUITY|0.2|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-04-30|2025-06-15|2025-03-20|2025-06-16|2025-04-29| This is line with previous dividend. |  SCHL first paid dividend 18 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 5.92% 
EIM| 100401 |0.61|9.89|9.95|6.13|36.02|EQUITY|0.051|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2019-01-30|2025-05-19|2019-01-31|2025-03-13| This is line with previous dividend. |  EIM first paid dividend 24 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 8.51% 
MGIC| Magic Software Enterprises Ltd. |0.56|13.17|12.95|4.35|58.67|EQUITY|0.204|2024-06-27| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-22|2025-05-06|2025-05-14|2025-05-07|2025-04-21| This is line with previous dividend. | MGIC dividend growth is zero. 
CSV| Carriage Services  Inc. |0.45|38.84|38.81|1.16|21.43|EQUITY|0.113|2025-02-03| Payout Ratio falls within the  low risk  range (<35%). |2025-02-03|2025-03-02|2025-04-29|2025-03-03|2025-02-02| This is line with previous dividend. |  CSV first paid dividend 15 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 8.54% 
MOFG| MidWestOne Financial Group  Inc |0.97|29.88|29.72|3.26|49.24|EQUITY|0.243|2025-03-03| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-03|2025-03-16|2025-04-23|2025-03-17|2025-03-02| This is line with previous dividend. | MOFG dividend growth is zero. 
ACIC| American Coastal Insurance Corp ||11.63|11.53||0.0|EQUITY|0.5|2025-01-02| Payout Ratio falls within the  high risk  range (>75%). |2025-01-02|2025-01-09|2025-05-07|2025-01-10|2025-01-01| This is line with previous dividend. | ACIC dividend growth is zero. 
WASH| Washington Trust Bancorp  Inc. |2.24|31.47|30.8|7.27|83.9|EQUITY|0.56|2025-01-02| Payout Ratio falls within the  high risk  range (>75%). |2025-04-01|2025-04-10|2025-04-21|2025-04-11|2025-03-31| This is line with previous dividend. |  WASH first paid dividend 39 years ago but dividends are growing only for 17 years. Dividend Growth Rate for last 5 years is 1.89% 
CTO| CTO Realty Growth  Inc. |1.52|19.19|19.3|7.88|249.18|EQUITY|0.38|2025-03-13| Payout Ratio falls within the  high risk  range (>75%). |2025-03-13|2025-03-30|2025-05-01|2025-03-31|2025-03-12| This is line with previous dividend. | CTO dividend growth is zero. 
LYTS| LSI Industries Inc. |0.2|17.58|17.19|1.16|26.32|EQUITY|0.05|2025-02-03| Payout Ratio falls within the  low risk  range (<35%). |2025-02-03|2025-02-10|2025-04-23|2025-02-11|2025-02-02| This is line with previous dividend. | LYTS dividend growth is zero. 
CLMB| Climb Global Solutions  Inc. |0.68|110.0|109.02|0.62|16.75|EQUITY|0.17|2025-03-17| Payout Ratio falls within the  low risk  range (<35%). |2025-03-17|2025-03-20|2025-04-29|2025-03-21|2025-03-16| This is line with previous dividend. |  CLMB first paid dividend 23 years ago but dividends are growing only for 21 years. Dividend Growth Rate for last 5 years is 0.00% 
RGR| Sturm  Ruger & Company  Inc. |0.7|39.93|39.44|1.77|38.98|EQUITY|0.24|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-27|2025-05-05|2025-03-28|2025-03-13| This is line with previous dividend. |  RGR first paid dividend 36 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 50.00% 
SLP| Simulations Plus  Inc. |0.24|24.2|24.29|0.99|45.0|EQUITY|0.06|2024-07-29| Payout Ratio falls within the  medium risk  range (33%-75%). |2024-07-29|2024-08-04|2025-04-03|2024-08-05|2024-07-28| This is line with previous dividend. | SLP dividend growth is zero. 
STRW| Strawberry Fields REIT  Inc. |0.56|11.48|11.99|4.67|91.23|EQUITY|0.14|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. |  STRW first paid dividend 3 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 12.82% 
FPI| Farmland Partners Inc. |0.24|11.16|11.17|2.15|22.64|EQUITY|0.06|2025-01-02| Payout Ratio falls within the  low risk  range (<35%). |2025-04-01|2025-04-14|2025-04-28|2025-04-15|2025-03-31| This is line with previous dividend. | FPI dividend growth is zero. 
NOA| North American Construction Gro |0.34|16.09|15.99|2.1|27.63|EQUITY|0.074|2024-08-30| Payout Ratio falls within the  low risk  range (<35%). |2025-03-13|2025-04-08|2025-04-29|2025-04-09|2025-03-12| This is line with previous dividend. | NOA dividend growth is zero. 
OLP| One Liberty Properties  Inc. |1.8|26.06|26.12|6.89|128.57|EQUITY|0.45|2025-03-27| Payout Ratio falls within the  high risk  range (>75%). |2025-03-27|2025-04-03|2025-05-05|2025-04-04|2025-03-26| This is line with previous dividend. |  OLP first paid dividend 38 years ago but dividends are growing only for 13 years. Dividend Growth Rate for last 5 years is 0.00% 
NYMT| New York Mortgage Trust  Inc. |0.8|6.65|6.5|12.31|800.0|EQUITY|0.2|2024-12-20| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-27|2025-04-29|2025-04-28|2025-03-30| This is line with previous dividend. | NYMT dividend growth is zero. 
EMD| Western Asset Emerging Markets  |1.08|9.85|9.81|11.01|96.23|EQUITY|0.09|2025-03-24| Payout Ratio falls within the  high risk  range (>75%). |2025-04-23|2019-02-28|2025-02-27|2019-03-01|2025-04-22| This is line with previous dividend. |  EMD first paid dividend 22 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 13.39% 
UVE| UNIVERSAL INSURANCE HOLDINGS IN |0.64|22.85|23.34|2.74|31.84|EQUITY|0.16|2025-03-07| Payout Ratio falls within the  low risk  range (<35%). |2025-03-07|2025-03-13|2025-04-23|2025-03-14|2025-03-06| This is line with previous dividend. | UVE dividend growth is zero. 
BGS| B&G Foods  Inc. |0.76|6.58|6.63|11.46|333.33|EQUITY|0.19|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-29|2025-05-06|2025-04-30|2025-03-30| This is line with previous dividend. | BGS dividend growth is zero. 
IIM| Invesco Value Municipal Income  |0.93|11.94|12.0|7.71|58.39|EQUITY|0.077|2025-03-17| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. |  IIM first paid dividend 33 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 54.00% 
BIT| BlackRock Multi-Sector Income T |1.48|14.45|14.46|10.81||EQUITY|0.124|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. |  BIT first paid dividend 13 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 0.00% 
SPFI| South Plains Financial  Inc. |0.6|33.81|33.08|1.81|19.18|EQUITY|0.15|2025-02-03| Payout Ratio falls within the  low risk  range (<35%). |2025-02-03|2025-02-17|2025-04-23|2025-02-18|2025-02-02| This is line with previous dividend. |  SPFI first paid dividend 7 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 7.14% 
PEO| Adams Natural Resources Fund  I |2.2|22.66|22.63|9.72|139.37|EQUITY|0.53|2025-01-27| Payout Ratio falls within the  high risk  range (>75%). |2025-01-27|2019-02-28|2025-04-22|2019-03-01|2025-01-26| This is line with previous dividend. | PEO dividend growth is zero. 
MMU| Western Asset Managed Municipal |0.65|10.23|10.23|6.39|72.18|EQUITY|0.055|2025-03-24| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-23|2019-02-28|2025-01-28|2019-03-01|2025-04-22| This is line with previous dividend. |  MMU first paid dividend 34 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 21.92% 
RYI| Ryerson Holding Corporation |0.75|24.01|23.04|3.26|118.65|EQUITY|0.188|2025-03-06| Payout Ratio falls within the  high risk  range (>75%). |2025-03-06|2025-03-19|2025-04-28|2025-03-20|2025-03-05| This is line with previous dividend. | RYI dividend growth is zero. 
BHK| Blackrock Core Bond Trust Black |0.9|10.66|10.77|8.31|497.33|EQUITY|0.075|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | BHK dividend growth is zero. 
DHC| Diversified Healthcare Trust |0.04|2.47|2.47|1.62|2.3|EQUITY|0.01|2025-01-27| Payout Ratio falls within the  low risk  range (<35%). |2025-01-27|2025-02-19|2025-05-05|2025-02-20|2025-01-26| This is line with previous dividend. | DHC dividend growth is zero. 
HTBK| Heritage Commerce Corp |0.52|9.72|9.54|5.45|78.79|EQUITY|0.13|2025-02-06| Payout Ratio falls within the  high risk  range (>75%). |2025-02-06|2025-02-19|2025-04-23|2025-02-20|2025-02-05| This is line with previous dividend. | HTBK dividend growth is zero. 
PLOW| Douglas Dynamics  Inc. |1.18|23.89|23.22|5.08|50.0|EQUITY|0.295|2025-03-18| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-18|2025-03-30|2025-04-28|2025-03-31|2025-03-17| This is line with previous dividend. | PLOW dividend growth is zero. 
CRD-A| Crawford & Company |0.28|11.5|11.41|2.45|52.83|EQUITY|0.07|2025-02-24| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-24|2025-03-06|2025-04-29|2025-03-07|2025-02-23| This is line with previous dividend. | CRD-A dividend growth is zero. 
EBF| Ennis  Inc. |1.0|20.43|20.17|4.96|63.29|EQUITY|0.25|2025-01-10| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-14|2025-05-04|2025-04-21|2025-05-05|2025-04-13| This is line with previous dividend. | EBF dividend growth is zero. 
VGM| Invesco Trust for Investment Gr |0.78|9.88|9.91|7.82|56.16|EQUITY|0.065|2025-03-17| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. |  VGM first paid dividend 34 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 66.67% 
PML| Pimco Municipal Income Fund II  |0.47|8.04|8.04|5.9|278.82|EQUITY|0.04|2025-03-13| Payout Ratio falls within the  high risk  range (>75%). |2025-03-13|2019-01-31|2025-03-06|2019-02-01|2025-03-12| This is line with previous dividend. | PML dividend growth is zero. 
PGC| Peapack-Gladstone Financial Cor |0.2|29.18|28.46|0.7|10.81|EQUITY|0.05|2025-02-06| Payout Ratio falls within the  low risk  range (<35%). |2025-02-06|2025-02-20|2025-04-21|2025-02-21|2025-02-05| This is line with previous dividend. | PGC dividend growth is zero. 
DIAX| Nuveen Dow 30SM Dynamic Overwri |1.2|14.54|14.3|8.42|69.53|EQUITY|0.301|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. |  DIAX first paid dividend 11 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 2.47% 
MPB| Mid Penn Bancorp |0.8|26.22|25.68|3.12|27.59|EQUITY|0.2|2025-02-07| Payout Ratio falls within the  low risk  range (<35%). |2025-02-07|2025-02-17|2025-04-22|2025-02-18|2025-02-06| This is line with previous dividend. | MPB dividend growth is zero. 
BGB| Blackstone / GSO Strategic Cred |1.22|12.03|12.03|11.48|112.41|EQUITY|0.089|2025-03-24| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | BGB dividend growth is zero. 
VKQ| Invesco Municipal Trust |0.75|9.53|9.65|7.81|56.88|EQUITY|0.063|2025-03-17| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. |  VKQ first paid dividend 35 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 61.54% 
CHCT| Community Healthcare Trust Inco |1.87|18.02|18.25|10.25|288.1|EQUITY|0.468|2025-02-24| Payout Ratio falls within the  high risk  range (>75%). |2025-02-24|2025-03-04|2025-04-28|2025-03-05|2025-02-23| This is line with previous dividend. |  CHCT first paid dividend 11 years ago but dividends are growing only for 10 years. Dividend Growth Rate for last 5 years is 2.19% 
CASS| Cass Information Systems  Inc |1.24|43.57|42.48|2.92|87.05|EQUITY|0.31|2025-03-04| Payout Ratio falls within the  high risk  range (>75%). |2025-03-04|2025-03-13|2025-04-16|2025-03-14|2025-03-03| This is line with previous dividend. |  CASS first paid dividend 30 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 3.51% 
PBT| Permian Basin Royalty Trust |0.67|9.96|9.97|5.98|99.42|EQUITY|0.017|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2024-06-28|2025-04-13|2025-05-07|2025-04-14|2024-06-27| This is line with previous dividend. | PBT dividend growth is zero. 
STK| Columbia Seligman Premium Techn |1.85|28.99|28.3|7.03|34.07|EQUITY|0.463|2025-02-18| Payout Ratio falls within the  low risk  range (<35%). |||||| This is line with previous dividend. | STK dividend growth is zero. 
METC| Ramaco Resources  Inc. |0.28|8.46|8.16|3.37|500.0|EQUITY|0.138|2024-08-30| Payout Ratio falls within the  high risk  range (>75%). |2025-05-30|2025-03-13|2025-05-06|2025-03-14|2025-05-29| This is line with previous dividend. | METC dividend growth is zero. 
GPRK| Geopark Ltd |0.59|8.01|7.95|7.4|32.06|EQUITY|0.147|2024-08-29| Payout Ratio falls within the  low risk  range (<35%). |2025-03-19|2025-03-30|2025-05-13|2025-03-31|2025-03-18| This is line with previous dividend. | GPRK dividend growth is zero. 
EUBG| ENTREPRENEUR UNIVERSE BRIGHT GR ||0.0|0.353||0.0|EQUITY|0.0013|2024-08-30| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | EUBG dividend growth is zero. 
THFF| First Financial Corporation |2.04|50.15|49.09|4.16|46.5|EQUITY|0.51|2025-01-03| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-01|2025-04-14|2025-04-28|2025-04-15|2025-03-31| This is line with previous dividend. |  THFF first paid dividend 34 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 13.33% 
VCV| Invesco California Value Munici |0.78|10.69|10.64|7.29|50.74|EQUITY|0.065|2025-03-17| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. |  VCV first paid dividend 33 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 75.68% 
NAT| Nordic American Tankers Limited |0.34|2.53|2.52|13.49|181.82|EQUITY|0.12|2024-09-26| Payout Ratio falls within the  high risk  range (>75%). |2025-03-10|2025-03-23|2025-05-27|2025-03-24|2025-03-09| This is line with previous dividend. | NAT dividend growth is zero. 
GMRE| Global Medical REIT Inc. |0.84|8.69|8.74|9.61|8400.0|EQUITY|0.21|2025-03-21| Payout Ratio falls within the  high risk  range (>75%). |2025-03-21|2025-04-08|2025-05-05|2025-04-09|2025-03-20| This is line with previous dividend. |  GMRE first paid dividend 10 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 0.60% 
AVK| Advent Claymore Convertible Sec |1.41|11.67|11.58|12.15|50.84|EQUITY|0.117|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2019-01-30|2024-12-31|2019-01-31|2025-03-13| This is line with previous dividend. | AVK dividend growth is zero. 
TBLD| Thornburg Income Builder Opport |1.25|17.75|17.74|8.82||EQUITY|0.104|2025-03-13| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | TBLD dividend growth is zero. 
SMBK| SmartFinancial  Inc. |0.32|31.95|31.2|1.03|14.95|EQUITY|0.08|2025-01-31| Payout Ratio falls within the  low risk  range (<35%). |2025-01-31|2025-02-17|2025-04-21|2025-02-18|2025-01-30| This is line with previous dividend. |  SMBK first paid dividend 13 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 9.86% 
FMNB| Farmers National Banc Corp. |0.68|13.09|12.99|5.23|55.74|EQUITY|0.17|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-30|2025-04-22|2025-03-31|2025-03-13| This is line with previous dividend. |  FMNB first paid dividend 26 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 11.50% 
IQI| Invesco Quality Municipal Incom |0.76|9.59|9.65|7.85|56.24|EQUITY|0.063|2025-03-17| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-16|2019-02-27|2025-04-30|2019-02-28|2025-04-15| This is line with previous dividend. |  IQI first paid dividend 34 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 57.50% 
ASC| Ardmore Shipping Corporation |0.95|10.04|10.21|9.3|35.29|EQUITY|0.38|2024-08-30| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-13|2025-05-08|2025-03-14|2025-02-27| This is line with previous dividend. | ASC dividend growth is zero. 
BGY| Blackrock Enhanced Internationa |0.51|5.62|5.62|9.1|384.73|EQUITY|0.043|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2019-01-30|2025-03-07|2019-01-31|2025-03-13| This is line with previous dividend. |  BGY first paid dividend 19 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 26.47% 
BME| Blackrock Health Sciences Trust |3.15|38.64|38.72|8.12|162.83|EQUITY|0.262|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. |  BME first paid dividend 21 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 23.00% 
SHBI| Shore Bancshares  Inc. |0.48|13.91|13.54|3.55|36.36|EQUITY|0.12|2025-02-13| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-13|2025-02-26|2025-04-30|2025-02-27|2025-02-12| This is line with previous dividend. | SHBI dividend growth is zero. 
BUI| BlackRock Utility  Infrastructu |1.45|22.61|22.53|7.39|52.8|EQUITY|0.136|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||||| This is line with previous dividend. |  BUI first paid dividend 14 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 12.40% 
TEN| Tsakos Energy Navigation Ltd |1.5|16.9|17.17|8.74|16.45|EQUITY|0.9|2024-12-16| Payout Ratio falls within the  low risk  range (<35%). |2024-12-16|2024-12-19|2025-06-16|2024-12-20|2024-12-15| This is line with previous dividend. | TEN dividend growth is zero. 
HONE| HarborOne Bancorp  Inc. |0.36|10.82|10.53|3.42|59.85|EQUITY|0.08|2024-12-31| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-09|2025-04-22|2025-04-23|2025-04-23|2025-04-08| This is line with previous dividend. | HONE dividend growth is zero. 
GHY| PGIM Global Short Duration High |1.26|13.52|13.49|12.23|160.59|EQUITY|0.105|2025-03-13| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. |  GHY first paid dividend 13 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 0.00% 
CCNE| CNB Financial Corporation |0.72|22.83|22.26|3.23|29.71|EQUITY|0.18|2025-02-28| Payout Ratio falls within the  low risk  range (<35%). |2025-02-28|2025-03-13|2025-04-14|2025-03-14|2025-02-27| This is line with previous dividend. |  CCNE first paid dividend 30 years ago but dividends are growing only for 17 years. Dividend Growth Rate for last 5 years is 1.15% 
DGICA| Donegal Group  Inc. |0.69|19.16|19.41|3.55|44.93|EQUITY|0.173|2025-02-04| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-04|2025-02-17|2025-04-23|2025-02-18|2025-02-03| This is line with previous dividend. |  DGICA first paid dividend 23 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 2.89% 
DSU| Blackrock Debt Strategies Fund  |1.18|10.52|10.52|11.26|128.78|EQUITY|0.099|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2019-01-08|2025-03-07|2019-01-09|2025-03-13| This is line with previous dividend. |  DSU first paid dividend 28 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 6.67% 
MSBI| Midland States Bancorp  Inc. |1.24|17.64|17.3|7.17|53.48|EQUITY|0.31|2025-02-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-14|2025-02-20|2025-04-23|2025-02-21|2025-02-13| This is line with previous dividend. | MSBI dividend growth is zero. 
BLW| Blackrock Limited Duration Inco |1.36|13.99|13.97|9.72|105.71|EQUITY|0.113|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2019-01-08|2025-03-07|2019-01-09|2025-03-13| This is line with previous dividend. | BLW dividend growth is zero. 
IIIN| Insteel Industries  Inc. |0.12|27.59|26.34|0.46|12.12|EQUITY|0.03|2025-03-14| Payout Ratio falls within the  low risk  range (<35%). |2025-03-14|2025-03-27|2025-04-17|2025-03-28|2025-03-13| This is line with previous dividend. | IIIN dividend growth is zero. 
NML| 1525 |0.7|8.98|9.03|10.54||EQUITY|0.058|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. |  NML first paid dividend 13 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 40.23% 
BLE| BlackRock Municipal Income Trus |0.65|10.38|10.43|6.21|93.44|EQUITY|0.054|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | BLE dividend growth is zero. 
